interaction_id,customer_id,platform,interaction_date,interaction_type,post_id,sentiment
ebf0ba7f-5f1c-4b26-b68f-b0729a65652f,0b4091f2-c395-47f7-ad43-342eb4b96a48,instagram,2024-10-01,comment,1e16f19d-4b3e-45f3-a4f2-f57b078e8a85,neutral
8a69dd15-21ff-4d2c-b370-cee5bc830549,9e60bf74-dd03-4d9f-a9a3-c0ae061cd1cc,linkedin,2024-09-23,comment,457a431a-bd8c-4ae8-989c-1937bed99660,neutral
ef16efb3-625b-406d-8d3f-d18beefdec7e,5561153b-8052-4324-bed7-cd674abc1297,linkedin,2024-10-09,share,5bb98497-5fa7-42ff-8fad-6a54b4c5b25f,negative
fe3022dc-5fe8-4d93-baff-063856dc0cb7,2b7423b4-f8c4-479c-8300-d58e7c985529,facebook,2024-09-18,comment,dd560d40-f9a7-4300-aedc-ac3bb3b01c69,neutral
6b5e8b40-c913-4c40-a201-7e58d163119c,127f8d97-5603-4249-b03b-ab03f167c083,instagram,2024-09-25,like,412a5432-14b4-45d6-8ac4-2e7e0e4adc33,positive
afebb9e7-88d1-4925-8455-5ca071dfce58,3a61127e-89ed-4c06-b942-48658cf009d7,twitter,2024-09-18,like,cedda0d1-717e-49d1-ae73-468c81364211,negative
f62ba352-8f07-4fee-b6e3-f0d192c449f9,b434b928-354f-4a41-a8b2-5a3a0dfd4afd,twitter,2024-09-18,share,8038772f-f6f6-424a-848b-b9df2272914e,negative
b424e673-3c5b-4872-969f-0d40aae78f5a,0d47b62c-21bf-4d4e-a060-12e857412515,linkedin,2024-10-02,like,973436c5-08b3-4117-87d6-3345ae022945,negative
53e156b3-18b3-47ff-9f97-0a518905429d,5561153b-8052-4324-bed7-cd674abc1297,twitter,2024-09-21,like,e95262a7-decc-4eed-a2d7-4d77aa8db1a2,negative
12f94a7a-c3b8-4b30-8a87-f670b1bc5aee,4c03c25d-7ff4-42dc-a8e2-dcf70aef4033,linkedin,2024-10-01,comment,5c0ad670-07d8-4dd2-97c8-b6d5149f6029,neutral
1d1c7ba6-28c4-4786-9cb0-82417a955f88,d449e129-f794-4baa-a3c8-2f9eb4b70c35,instagram,2024-09-22,share,0aafbbb3-3ce9-4820-b50a-64ea425d311e,positive
d84215e7-c3b8-45f3-9e1e-adfd734114b5,ee451b81-6972-4823-9ae0-c7cdc6f0d685,linkedin,2024-09-10,comment,86f73c58-a21d-42ce-9986-35796f94dfaf,neutral
a37bf238-6459-47b1-8d05-ddc4905e0954,b3131195-9050-4bea-8c36-f8c0b75ff99d,twitter,2024-10-03,comment,9b59d98f-334f-4ef1-ba70-4872d28216ca,positive
eac6d771-8ad6-497f-bb5c-4373ffad4794,2b11bd2c-0170-4403-82bd-417135cf3da5,linkedin,2024-09-24,like,a8db8c50-0708-4366-8405-b45b612733dd,positive
919735cb-bda4-467c-be32-1c04b52b886d,c8733c5b-41f9-45ae-9aae-99e83d47dc7b,twitter,2024-09-13,like,a694f7cc-bda2-406d-9b4d-1d05db1e360c,positive
55ac4182-7403-41c5-9308-692bc4a69702,60c5d635-48e6-4d2b-91d0-b3ee69bc00fa,twitter,2024-09-29,share,376fc4b7-4efc-4227-a5aa-db7378d4bbfa,neutral
1e17bc29-b685-4424-9857-3f2afae06231,f39421fa-1470-412d-b971-aa9492cdfcae,instagram,2024-09-21,like,17a427b0-ac8e-4626-b2a8-bf30e170d5a8,neutral
712db294-65a7-41c7-ab17-92beeeb0ad89,0e117dd0-758c-4331-b606-32e06819a56b,instagram,2024-10-08,share,8a4b3ef6-4457-4b6a-8c3c-2d16bab78987,negative
d89a1be1-d2dc-47b6-9d51-f5628a5fc33a,e1b2718c-a190-4235-a958-8b87a17c8715,facebook,2024-10-09,share,d9c3e622-7932-4bbc-82bf-f31aaf325c66,negative
cd08211c-0c1c-4080-8b22-df037eba91ee,341a88a3-a960-41a9-a1a9-7c8e16f14cbc,instagram,2024-10-09,like,789edddf-f2c8-432e-8f93-80368cb1767e,positive
77601a1e-2703-406a-a92d-e49a2a9be4a1,a21e88e9-a64d-488e-acb4-48dbe9627d98,facebook,2024-10-08,like,8328932e-9409-4370-b43e-ea240ff38c26,neutral
9ec98739-2639-4126-8e0e-6da9062cfbcc,607f7cab-e261-45d1-94ca-a5a7e13e2e06,facebook,2024-10-05,share,dcff8348-6500-4bff-8eb8-a987b20217a3,positive
e3e9058d-0cb3-4566-acd8-865972f324ba,85cc10d8-8c73-40f4-911d-9c7ff9a7ddc7,facebook,2024-10-06,comment,4b7ef7dd-2bd7-4466-af38-90a86176c3b3,negative
d0d314c7-1197-431c-b9b9-0c852bb5c199,e6e55456-4e77-433a-aae2-8eedcfc0f385,facebook,2024-09-28,comment,09c1a49c-8259-482d-9dac-7bd709a586f7,positive
bb3acf3a-6e75-4448-877e-0e4912387993,4e8e12a4-fc9d-495b-8c7b-4304e9c56609,linkedin,2024-09-15,comment,9d061617-3bd7-4967-bab1-4955a32e3bb3,positive
efb37516-ebf4-43ab-a307-0e4608bda3a3,6e2048ff-8a75-429b-a681-cf9cbe3ba319,twitter,2024-09-24,comment,41d012de-4c7e-4832-8fb9-85dd1abdbd60,negative
550f2d06-cb49-40d1-9b85-810f403e7b0e,84a39017-d3ca-454e-8207-4caab6e109c3,twitter,2024-09-14,like,bf5e6b54-2f81-4463-bb18-a92069491a54,neutral
10d9e1e7-5b2d-426a-a9d3-b1eb4b809565,acc08e54-03f6-47d3-87a3-245c7106e671,linkedin,2024-10-01,share,13c04238-a797-4a13-80c8-bf17460d0132,neutral
e2f00954-d4ad-46f0-944f-0ca775cad7fa,06d6f1ba-a5cc-48c8-8927-e84da3d364b6,instagram,2024-09-18,comment,640ccd84-b2c6-4778-af4c-5f2519d50e6a,positive
4db9d142-14ba-47f6-aedf-4f8edf8d1aa2,6aad5b88-a79f-4edf-9c81-b0041ddbf8e1,linkedin,2024-10-06,like,7f3f3ac1-649b-4b25-a9d6-d2b874cc4015,neutral
97be4d04-f4c8-4dc3-ac3a-e5a6fc3c9cc2,f47987c9-3027-427f-a523-1e0735be05ef,twitter,2024-09-16,share,94b712bf-447f-448e-a107-dd38d19e0425,positive
4e75e1e7-03af-4603-8965-2c67d568382b,47aba8dc-e22d-4024-8150-8acc50cbbf19,facebook,2024-10-08,like,dcdc233b-c913-455f-900e-5a529af07bd2,negative
3c589a25-807e-41b5-81a7-dc2714798e84,3eaf5d1c-e264-4bf9-afe3-c8c923de9eb1,instagram,2024-09-22,like,413f3971-fd93-4ea4-9b0b-933a5b707a07,positive
ec5f7435-a6b9-47ab-993d-43bba3824bbe,f4f66d4f-f926-47c2-bdd3-63f2bb675d73,facebook,2024-10-09,share,4340ccbb-8b07-4e08-82b4-fd061b2b94fe,positive
39521169-2f7c-48b6-8712-36972b353637,5c686b18-2116-4c6a-a3f7-428181d7d129,instagram,2024-09-13,like,f0634af9-a9cd-4c9b-a633-fe8b7810ccce,positive
b11575fc-47a0-46d4-8001-a09ffb7c1a95,3d3d36ea-62b4-4e56-9595-fecebbd07494,instagram,2024-09-12,comment,6199c5b0-8ea9-4508-b909-e72e09bc650e,neutral
2a43466d-57ba-4abf-b320-78088fc464ee,8b126f1a-f1a4-467c-b60c-5d14b46783cc,facebook,2024-09-30,share,62228006-5c1d-4537-be97-0493bff102d2,neutral
51f1379f-1ea5-4bfe-b340-984efef013eb,be61e891-3932-492b-8923-a7ec4d3d1ca7,twitter,2024-09-17,comment,ae4a89df-9e19-4070-8c9c-4a801cd813c5,positive
971f5601-84de-418a-a3c8-9b8e108fa037,8819f554-523d-4d5b-8298-62a106f1d217,facebook,2024-09-14,comment,9cbdc83d-66d0-4397-8d84-d37c4b4fc1da,neutral
98351376-cd39-4bfd-b53f-f2260af8c2a3,15243bc8-b2af-473f-9f44-f173bf545f04,twitter,2024-09-28,like,60763dae-b464-4caa-ba1c-68cde094e317,positive
3e5863e8-c93d-4d83-8a53-8ec34a8ce55c,c8733c5b-41f9-45ae-9aae-99e83d47dc7b,twitter,2024-09-21,share,68307ebe-10af-4ef2-8fbc-1af369d77004,positive
1def0ae7-c775-40a1-a298-3cbc158e2cea,3f73c969-39e3-4e68-bc49-d551f538117c,facebook,2024-09-24,share,ccd23d27-7462-41e5-80ff-7120b3243dbf,neutral
b3bfc7ab-b9d1-46b1-a009-2a0ef0feef11,4a14112f-ee7c-4c20-8b08-59658fea5585,instagram,2024-09-11,like,932c972b-df28-4a27-a4cf-8e296bfdc5c1,negative
89819dc1-d7c5-4b4d-889e-e965b6b4660d,c45f3e91-d62e-4e35-bdb6-01718f80f77e,facebook,2024-10-06,share,f65fa34a-422a-4cf1-9420-2b02cb7f5555,positive
580e7ee7-4f45-407c-942b-e7d2bb00545f,42395c90-2435-4cda-8201-e635ef737983,instagram,2024-09-21,comment,3979ffd8-a0d1-4f93-bc74-509e76922ea8,negative
daaaeb16-7df9-437d-9550-dd48dc6f85b4,bf9e5ea4-0bfb-4e07-b73a-aa5aedd03505,linkedin,2024-09-11,like,71362aa9-03b9-4d25-abfe-33e90bf78bc2,negative
7ead46b2-9fdc-49d5-8078-90cb48cd2530,f7730b92-c6b6-4e31-a152-9d21506f3f80,instagram,2024-10-04,share,e6349176-1104-4ad3-b85d-e1ad0baba7b6,neutral
9330cc9b-3439-4e4d-b2ea-09e51f357fe4,3eae0e15-3f79-4a8d-bea0-1987c6dcdfb8,instagram,2024-09-13,like,80abd651-f7a0-4330-95ba-d7bd7f8ba48f,neutral
bb1d7af2-de21-457a-8c9f-3e562629968f,ba555a40-3415-41f7-8e4f-f034adeba350,twitter,2024-09-29,like,5df0b972-0bb4-4a8e-889f-560c0dd56055,negative
be57fc8a-abfe-444d-9d53-c2bb50fcb10e,c150fd2f-b2a1-4e58-97a6-c73a96edeb10,facebook,2024-10-01,like,05e8fe1d-8236-4229-a28c-6ef172f3ab20,negative
f7c4c250-07ba-47bc-a2f4-caed48370407,db0976b1-42a3-4b8d-96ff-92fe547b8b86,linkedin,2024-10-03,share,a825e6d3-4fd7-4698-8d29-e222d88a304a,negative
16fdcc45-08ed-42a5-8be0-04d454b021b2,1c98d499-18eb-4c62-b921-ca69de6a4d23,linkedin,2024-09-16,share,6fe530f2-43bd-4b69-b7bb-962c397fece8,negative
03088766-f4de-4bd4-9686-7af2ecc8ec99,33076be1-6f61-4fce-9fdd-9c400fea4921,facebook,2024-10-08,comment,5f620c7c-d299-4b7e-b451-d5a0c3fbf14c,positive
5b0f72fd-fdc4-4e02-871e-b279c2b1e691,34c60094-5171-44cd-8967-7d85cd131a01,facebook,2024-09-18,comment,8d7365b3-bb5d-4cb5-b28d-8afd6fec3f80,negative
dc6715d2-5a53-419e-96d4-f3ad9f3464bc,f1fd8bdb-a4be-48ee-a87a-954a08534041,linkedin,2024-10-08,like,c056ef92-c221-4512-b4f7-27f13300b6b0,positive
3be5ba24-9a0a-4055-9fd3-f0331026d68c,16717c8c-f4ef-4461-9971-e901ec7a0f20,instagram,2024-09-29,share,8c53782b-94cb-4929-8a10-e1b4bb53237c,neutral
f9144c50-f522-4c26-a32c-53d0a3d7dc3d,dd414e95-07cc-4f40-bb9e-4b2e24fd3deb,linkedin,2024-09-12,share,eceb078d-8da1-4ed1-adb0-8e0c3a1814b9,negative
017a827e-e16a-4465-a7e6-f23ce1e09349,b4586dc3-b001-4201-902a-875d6116b6aa,twitter,2024-09-24,share,4caeb7ff-07e3-488a-a701-16295ff725e1,negative
16c16380-d568-4624-b069-aea7f83f22bb,20df525c-093b-415c-8be6-16721fca0861,twitter,2024-09-12,like,df7b8d15-3077-4310-b1c7-b4c341755109,neutral
f43b4714-3d24-4d5b-baf3-bf1a5eddfe39,30801553-9906-4451-8b99-f74b139262ab,linkedin,2024-10-05,like,e1802ec2-95d8-497d-83ec-97352dd8fa4d,positive
d9e9fc08-119e-4b6d-984f-e908af4f8437,d32fad0a-06cf-4c81-b9d5-dbb80b1260dc,twitter,2024-09-27,like,99a7af2b-fa08-4917-9fe8-bd527f9e67b7,neutral
768cf76f-892f-43bb-9e4f-3c39fb774ddd,83b2b516-061e-4a4b-86d6-ef231a26a6d6,facebook,2024-10-07,share,25b80307-968b-4b62-b380-c3e59709b9ce,negative
2783c013-1329-45f4-bfc0-ee0c33c437c3,abd50219-2ce4-4fae-b730-dc52c40514fc,twitter,2024-10-03,share,bde41019-f096-4241-a14e-040b2f041100,neutral
9b3d6adb-f111-43bc-b29d-171b3729b995,97e286e6-f84b-4ccb-8232-5e890b258e87,twitter,2024-09-23,comment,6e0adb42-6d4a-42e7-b229-e53aae40a5b1,neutral
f854f1c2-b4e8-4bd0-9025-c153f57a710b,4e5faaf9-f304-4c2e-a559-e9a8affc5141,instagram,2024-09-27,comment,7799a58e-08ca-4934-86dc-b181ec41f59a,negative
9210367e-cb00-4ef3-9e64-7b62adbc0c16,2d2d5872-6d7c-4a33-852a-3707a7bb8a9e,twitter,2024-09-25,like,40fb78ed-b24e-455f-8860-ae2285262e2d,neutral
6f06b25c-0c3e-4ec5-bfbe-bec750aaacc4,974a5415-be16-442b-8243-6639368694cd,twitter,2024-09-13,comment,2ecbe719-23c4-4098-b0b2-bf4d0c55010a,positive
fd5a561b-c655-4f3d-a5fb-29292d7d7691,523ea0ea-7940-4bf5-b22c-83b20d3756ee,facebook,2024-09-23,share,e940a5ec-13c4-4798-83ee-9361a5207f57,neutral
09f7f64e-2046-4e12-97de-a52dd8309103,3d0761c6-2017-4674-975b-47f7dd8d205c,twitter,2024-10-02,like,51ff40f5-6208-4895-ae2b-a3356ebad714,negative
e6bef9e6-31c0-46a1-8977-96c8290496c8,df9c4514-0257-4b1e-8b47-cef2d5ffae5b,instagram,2024-09-29,share,d0ab9ecb-081b-4790-9863-407d9e9b3f40,positive
0fc6884d-d389-4ee9-9885-34f83bd8799d,3fe78147-878a-4a84-87c7-9f931ddc7c84,facebook,2024-09-16,comment,75d702af-9aa0-462d-9254-119c4f25699f,positive
dcda7065-98d1-4fb0-88e2-6941f2d0607b,e19a48f5-829d-4f87-bc26-5221e1f4020e,instagram,2024-09-12,comment,d06a0bc5-2c8a-41ac-9a3a-faef2db93ba5,neutral
8e7aaae5-1115-4042-97cd-c23465106c3a,452c1b29-0e51-43c3-8c3f-0648cf0592f8,twitter,2024-09-27,comment,fb864770-ce86-43d3-a644-a85c5275f20f,negative
bcff4397-a1ae-44c3-a967-4ee4dcc1bbc5,9da681c7-2b03-4b32-ac3e-dc1809953762,linkedin,2024-09-11,comment,d05f8fad-24d2-4779-966b-225d19bd4d81,positive
1c07b7a6-1480-4cd0-9876-6d447fcc4c9c,361750c3-566b-407e-ad5f-f684e368a2e0,twitter,2024-09-12,like,a2490b36-9cca-49b1-bba4-85ff38d1cbf5,negative
6fc8c1a5-30df-4ade-99ae-596039a26c3a,b4586dc3-b001-4201-902a-875d6116b6aa,instagram,2024-09-13,comment,cfbbc195-9f5e-469f-b633-1609bb494ec9,neutral
082b62c0-c76c-4ea0-9082-f3519f90a476,bf997e25-6943-479e-aed1-8e0024abcf5c,facebook,2024-09-19,share,d26e62d1-8d22-4bd3-bb42-29930a8b50d1,negative
7bbd97ff-9899-4efc-b40a-130064887648,30801553-9906-4451-8b99-f74b139262ab,facebook,2024-09-28,like,592b2a38-7090-4870-bd72-68a3cc48ef8c,positive
ce112089-25fd-468a-bcbc-6e07c63027aa,6233df0e-f2ed-4f0b-81a1-e484bf351baa,twitter,2024-09-27,like,b4625d7d-812e-4c8a-9b95-2a654f46130b,positive
3e777bfb-6bff-44a2-983a-a6a5cfa2f61c,5967411d-089d-4a82-887b-7c5e750a6f7b,instagram,2024-09-13,share,c9222125-d6bd-406e-83d2-0fa8ed07fbf9,neutral
87f01413-1a50-424b-9d8a-391e0c590f6c,47b06529-fbdd-447b-b4d6-0304cb49743d,linkedin,2024-09-25,like,0b10c92d-3420-44c5-a145-d7cbc484ae1d,negative
1f50c41f-e3c8-41f6-8f4a-0b429b64e745,c8cb59c0-9476-4be1-946d-38b134ae2778,linkedin,2024-09-20,like,7712a26d-b0ae-495e-9407-8deff1629a56,neutral
ef5ddad2-5a71-465a-be46-b5ac1cce33cf,1033cd2d-1da6-4fbc-a8d8-e7c418b72d4e,linkedin,2024-09-21,like,0d228749-c683-4490-b312-e766f435db01,neutral
a89fc749-4f55-4161-a30d-38de56206258,2e31563f-642c-40b0-8a9f-917e6112fce5,instagram,2024-09-22,share,2cdcb84b-3d41-4656-bf3e-9a1d924728cb,neutral
7560b555-ef3b-4931-9d1f-ca16d6cd606b,de946964-565e-4167-9d32-de18a8a3a4ed,twitter,2024-09-20,like,cfcadd68-8209-4ed5-8447-041340b0b51d,neutral
45c740d1-c3e6-478c-a3fd-1b1596491ed7,ff5918ed-b418-4a01-b9b0-69d963927827,linkedin,2024-09-25,share,667d44af-e989-4ca6-a375-f9ef226f1df1,negative
e527cf81-ee22-4f2a-beed-0aedb587787c,607f7cab-e261-45d1-94ca-a5a7e13e2e06,linkedin,2024-09-27,comment,785b3207-f640-497e-9ba8-071d1fc8e6e4,neutral
26f0d4db-1835-4b9c-9935-b481791552ac,4138a7c0-8c01-491f-9163-1839386a1af8,instagram,2024-09-16,comment,fdbc5707-97e1-4e4d-b103-40a19626bbd9,negative
d4b3e8fc-12c4-4504-9ab4-c5ea3a358b35,fa1e6bc5-cec3-4d3d-9e5a-2db74157ac95,instagram,2024-10-07,comment,84634f59-8bad-4d9b-97e8-517e831ad8c6,negative
85a9e9ba-eaf8-4045-b96b-a645e3fe14ed,85275485-0018-4053-9dba-cd1cc0bd1602,twitter,2024-10-01,like,235211b8-4913-4396-85a6-ec7f06aebd9a,negative
7bab88b8-8915-41cd-8ecb-dbd8c99cb8bb,1834512a-adcb-43ed-a1e7-662ef621487a,twitter,2024-09-14,like,44af63d3-86a4-4047-868c-2c5d456753ed,neutral
f77e467e-f8c5-458f-8c8f-00b6f0633875,b1401a55-77ce-4221-9dd4-a7f90c3b40d4,facebook,2024-09-14,share,b6bb1279-f130-4d67-ab58-742e00b358cb,negative
1565b6b9-33e3-4f8e-9add-3544a1bd79e2,f16da0fb-6c6a-4245-a747-7333ad5bbf8a,instagram,2024-09-23,comment,2599caed-5653-400c-984b-c375f7b964ec,positive
