result_id,campaign_id,customer_id,interaction_date,action,revenue_generated
1c0f9b1a-f5a2-42a7-a21f-44f0b5328e3f,0fe471cd-87c9-459e-8ec8-bc3cf2e0270b,c8308111-18ea-4573-9d56-a0b7e444a5e0,2024-09-18,click,99.25
7011bb64-4a81-4dce-a148-7c1ef55c61ca,3cbbae18-950b-451f-a0c5-fad53f1353ce,20df525c-093b-415c-8be6-16721fca0861,2024-09-11,impression,41.78
22b92b20-01ec-4637-90df-ad1be636f57a,b3d12371-ca1d-4c3c-ad30-829686e2dd65,1954122b-c937-48b8-b1c4-e9cadb8fcc63,2024-09-10,impression,4.35
d13b9b24-6c7f-4c48-919e-5a568ce3bb92,17e0f55f-3d2b-4ddf-995a-d18150aa904a,a523a871-4e1d-4473-ae48-90c5ff5440fe,2024-09-19,impression,64.86
f56d10a3-6c6c-4b4a-9d68-6503888a8939,c951ec19-27fa-4373-ab42-99b734f554d1,f9fe167e-f419-4c78-b403-ea49364d8337,2024-09-30,click,59.48
ffe9c120-7a36-4b64-95e1-da7d5dc99af2,4fa85347-8bca-4b17-85a8-541ee243474e,47aba8dc-e22d-4024-8150-8acc50cbbf19,2024-10-05,click,9.55
4f433977-db1c-4448-bf78-0d0f45166411,a5b5c2f5-c96e-4f33-b6e0-78cf0ef01ee1,2ab03308-fbb9-4ef7-91e9-196eac4a400a,2024-10-06,click,98.4
2c607c41-3fca-47cf-8be3-30691adc640c,2fac66a8-1bc0-4aed-af2e-96d29a01fe02,4e8e12a4-fc9d-495b-8c7b-4304e9c56609,2024-09-27,impression,28.57
dd4b5b85-b142-434b-a694-f92083c1173d,77bc93c9-1042-4f72-821a-1d8092f9c918,c5a7b50e-461a-4d11-a0b2-fb252e95470e,2024-09-19,impression,42.79
610a5314-a3ad-4c33-8f33-55c3c261568d,f3343a8e-4755-45fb-9fcb-f92f377c7442,33b18b01-094a-4b9f-ad8b-738724152276,2024-09-24,impression,77.3
3ed5d283-884a-498d-a77a-bc07e2dab9db,60d76de0-f560-400b-929e-922aeecd5157,03f2d93d-b62b-4732-933e-5ea79b40b976,2024-09-28,impression,29.22
ee9cfc65-96b1-4200-8e50-707e8449730b,a5b5c2f5-c96e-4f33-b6e0-78cf0ef01ee1,b5018f0b-c44e-48e3-8232-c84d6b1fb23d,2024-09-19,conversion,53.75
989a84fe-09bd-4010-948f-9f4e28dcc685,60d76de0-f560-400b-929e-922aeecd5157,820f8e43-4dfb-4e11-90a1-a0cf95d20c33,2024-09-14,impression,77.8
1fee8db7-3577-4743-9e27-4c23cca00cd7,c951ec19-27fa-4373-ab42-99b734f554d1,a3d3310d-c224-4d8e-91df-2438791b7c94,2024-09-30,conversion,86.3
7f81deec-b19f-4543-a8fb-969c27874591,b3d12371-ca1d-4c3c-ad30-829686e2dd65,cf449193-99a0-4909-aa31-226eee7884f7,2024-09-17,click,45.29
8f52a264-bbb2-4976-a27a-8b069f5cb116,6318d6f8-94dc-42b0-b253-da3ae5897793,42f86307-d6e2-43ea-ba17-0924e58f2922,2024-09-23,impression,46.35
10173da8-bcab-4b48-b180-927727605c44,3cbbae18-950b-451f-a0c5-fad53f1353ce,29283b53-8e7d-42d5-92c8-2f7ad9c75911,2024-09-24,impression,86.13
a5956929-711d-4ef4-addf-7ffabb2dc826,6318d6f8-94dc-42b0-b253-da3ae5897793,300855fd-2f82-4413-b2fd-75ebdc8f709a,2024-09-26,conversion,22.17
ad485332-1cad-460a-8971-495a7a492e98,6d6f4398-addd-451a-8254-315a120e49d8,3f412987-fd20-45cf-960d-2dea34103269,2024-10-01,impression,97.81
db2f8ee9-0a29-4a15-9593-1996942a200a,b3d12371-ca1d-4c3c-ad30-829686e2dd65,cee1002a-7b51-4355-8e11-b76dc40519d3,2024-09-11,click,16.41
ae9c12bf-cf5f-419c-9d04-05f23e1fbf64,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,62f60754-3db0-4692-ac3a-561a9b8d0d96,2024-09-25,click,0.31
a161defc-2a60-44f3-89d4-5a9fd5987035,2fac66a8-1bc0-4aed-af2e-96d29a01fe02,6ee39d8c-a418-423d-9cea-d1ac993874ec,2024-10-01,click,73.92
5230be1d-21ba-42ab-ab74-f2ebff5cd975,ebb3123b-4158-41cd-92ff-7292f58c1f64,f06de140-814b-437d-8c45-e0f56213f234,2024-09-17,conversion,74.5
14345a36-fac4-448e-a1a6-97daea11bf5d,6d6f4398-addd-451a-8254-315a120e49d8,93d9f81d-7949-409e-a28b-82bb68e5fe27,2024-10-03,click,35.81
2bbf588a-2142-419c-bc9f-e73862db7b4d,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,936e7515-d817-4443-85dc-a7bb629492f3,2024-09-10,conversion,58.84
f8c51bde-a6b1-47a7-a330-a3940ee75d7c,0fe471cd-87c9-459e-8ec8-bc3cf2e0270b,7d2f2981-7a98-4107-ac85-7e3de79b5fd1,2024-09-24,conversion,68.33
ad392b00-38f2-48ca-a592-6a1c3dda4488,c951ec19-27fa-4373-ab42-99b734f554d1,528ad98a-097d-4e3a-ba91-daec8796ddaa,2024-09-20,conversion,24.94
23130cc1-0f8e-4fab-851b-a26f8380bdfa,6d6f4398-addd-451a-8254-315a120e49d8,eb2c1f4e-0781-4993-b0e6-462aae446408,2024-09-17,conversion,47.35
100d8b96-8a0c-48b2-be69-ca1f0ad1a403,ebb3123b-4158-41cd-92ff-7292f58c1f64,8b8662de-0496-451f-81bf-92894ce1d68d,2024-10-07,impression,52.95
f8e45c4d-7bb3-4276-831d-21882d97cff1,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,d606bc37-7a41-4ece-9e2e-bf7e070d9594,2024-09-17,click,96.71
14fa67be-4d3c-4fb9-ad8b-2dd1849524bb,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,63f5c740-4fd6-4db9-b4e9-57d0bbc22452,2024-10-01,conversion,95.95
a41433ee-3aa6-4a8d-bbe9-177db6d1ce4e,0fe471cd-87c9-459e-8ec8-bc3cf2e0270b,dd2545d9-4d21-4de9-bdb3-593bed1ed0bb,2024-10-01,impression,85.15
06c52cb2-aa64-44a2-a14e-49af60b5a67d,a5b5c2f5-c96e-4f33-b6e0-78cf0ef01ee1,d4db0a4d-b040-461b-8f5b-ad863b37f492,2024-09-23,click,45.14
f96b1099-5214-4262-8d07-48d0cf64b67b,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,292e4703-5a2d-486f-a727-32a57633f35b,2024-09-22,click,81.72
31f0055e-1120-4202-bff3-efa96303a506,ebb3123b-4158-41cd-92ff-7292f58c1f64,782b9280-e92e-463d-8dd9-e6b174a090dc,2024-09-20,click,64.96
ee67112f-9442-4a55-925a-b915c8206ae1,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,472ccd21-7fab-4e50-b169-f6a597c6b630,2024-09-25,conversion,28.56
430badad-a020-4cee-a59c-fedf6b6b06cc,39d73fae-cf00-4f16-9170-29f776a63913,0bdfdc85-c61d-477f-ba6a-b168e3e3b0b2,2024-09-15,click,62.32
89782bea-5fe8-4784-91e7-fed61ba3ec43,4fa85347-8bca-4b17-85a8-541ee243474e,c40f5901-a9e4-44a3-bcbd-b0c514b17b75,2024-09-16,conversion,81.62
73b4609d-7ad6-4be7-b67e-26620a076e40,6d6f4398-addd-451a-8254-315a120e49d8,7610ffce-5b42-4927-a68e-f18e684af511,2024-09-20,click,33.16
2b3bfdad-66e0-495b-81b9-09caceb56a93,1fdea342-8d28-4eab-80a3-5629bf977118,f61dd67c-52c9-4548-92be-bc41adc6c00f,2024-10-01,conversion,18.3
586eedde-3fc8-4335-828a-db900fb84e19,9eb704d3-ffc4-472c-a802-ca685c0e1894,25df2549-ecd3-4336-8999-ca1f1aaa1aa4,2024-09-10,impression,4.91
d8b4f4e3-a7d4-4537-b7a9-9d3ffb67b5e5,9eb704d3-ffc4-472c-a802-ca685c0e1894,20cd3153-783e-4949-a870-5e3960e864bc,2024-10-06,impression,49.48
2c71d5de-81d8-4a3d-99f5-d6be97bb74c3,60d76de0-f560-400b-929e-922aeecd5157,820f8e43-4dfb-4e11-90a1-a0cf95d20c33,2024-09-24,conversion,52.85
34c96425-5735-4884-a349-808b3cda40d0,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,24869755-bb2c-4093-b1f9-ff0e2d89cbe6,2024-10-02,click,34.99
46a1cc58-c640-42c4-8395-0aaf523a087d,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,9e5066b4-a994-484f-9d2e-2586e62c7fae,2024-09-21,conversion,89.2
2c6408ed-5d0c-4708-9b2a-ee076c575833,c951ec19-27fa-4373-ab42-99b734f554d1,ac30a0f6-52a5-419f-8718-5aa2c85fbddd,2024-09-12,impression,57.24
9e4d9b0d-6f9e-4c96-aa46-d61de3a7d434,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,0e117dd0-758c-4331-b606-32e06819a56b,2024-09-11,click,92.24
a8cabcad-02a3-4232-b1fa-cd1b69b4dd6f,39d73fae-cf00-4f16-9170-29f776a63913,1c35e5af-5afa-4130-aa75-d97ad9df6ea3,2024-10-07,click,81.92
3a5f1b4d-17c0-45a7-a732-3d04c9ba11c7,9eb704d3-ffc4-472c-a802-ca685c0e1894,db3fe0c5-d978-4d7f-b28e-89db149f0333,2024-09-15,impression,44.16
92c818f6-7cfb-436e-bb08-c65c98b6cfe1,1fdea342-8d28-4eab-80a3-5629bf977118,c0d48c7a-c9a2-4723-b0ad-1350c90d0968,2024-09-10,conversion,32.41
680fbd9d-6637-42f4-b8bc-f41095089e5e,1fdea342-8d28-4eab-80a3-5629bf977118,c8aba093-a850-4f38-9b61-8f73a83b018a,2024-09-28,impression,96.3
737cfa61-31d9-45d1-8c4c-d4a7f9a75b57,c951ec19-27fa-4373-ab42-99b734f554d1,845d6acd-1e71-4621-89cd-5f34f2789dc9,2024-10-08,conversion,96.35
b3d98afd-c275-412f-9786-9cd5f4890f60,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,fcc3cfd0-9ca8-43b9-9c17-e586a8718091,2024-09-10,click,50.38
6734dde0-91bc-41f8-9a33-6c39d0117d3c,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,3d0761c6-2017-4674-975b-47f7dd8d205c,2024-10-05,click,61.7
dbeb9b1d-6688-4550-9cde-2e671838d3b2,ebb3123b-4158-41cd-92ff-7292f58c1f64,f8fde35b-7131-44f4-947f-29a724273acb,2024-10-06,click,21.1
58b24278-ca17-48fa-96ee-f4a23ceeded0,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,dee6b657-3f86-49c9-a1c2-f230f784f89e,2024-10-01,conversion,59.65
9a3f6609-11d0-4d55-bd51-0156f7042a84,39d73fae-cf00-4f16-9170-29f776a63913,c6827b9f-a1ce-4730-82ea-36b5572de02f,2024-10-09,click,28.8
261c39a4-780c-406f-964d-8b8db0a37858,6318d6f8-94dc-42b0-b253-da3ae5897793,83b2b516-061e-4a4b-86d6-ef231a26a6d6,2024-09-15,impression,21.4
497acf44-b161-4c7f-9835-2fa0e0f45829,3cbbae18-950b-451f-a0c5-fad53f1353ce,0de533fb-1c2b-4718-b1d0-169bcfdf82f9,2024-09-26,conversion,64.66
fc92741f-e86e-45dc-a467-4c11c123155a,77bc93c9-1042-4f72-821a-1d8092f9c918,4b350ea2-aa74-44a6-b2f9-389b68e71913,2024-09-12,click,55.59
8aae88be-9217-4f80-bafb-a2d2e37df9ca,60d76de0-f560-400b-929e-922aeecd5157,4e22858b-1159-4ec1-b611-1e676a84c244,2024-09-13,conversion,69.57
ee15021a-134e-40be-8f15-9a018816f67f,60d76de0-f560-400b-929e-922aeecd5157,cee1002a-7b51-4355-8e11-b76dc40519d3,2024-09-17,impression,84.55
89167db6-e51d-4fb4-850f-ac458b943cdc,6d6f4398-addd-451a-8254-315a120e49d8,0bdfdc85-c61d-477f-ba6a-b168e3e3b0b2,2024-09-18,impression,12.81
e6dcd8e1-3cc3-4119-a7ae-032ed0f58394,4fa85347-8bca-4b17-85a8-541ee243474e,334789ab-7709-4c05-b566-33ea3abfedd0,2024-09-19,click,85.56
b1665581-bf0e-4160-aa86-b4e2e523d185,60d76de0-f560-400b-929e-922aeecd5157,5f9cc320-8b13-42c8-8ed5-9341c3392155,2024-09-26,click,48.78
fa8c3d69-ad89-46ac-8ba1-f0799d7f7a81,17e0f55f-3d2b-4ddf-995a-d18150aa904a,69f55b2e-628b-4fcd-b639-41c1047b99ca,2024-09-19,click,81.1
838dc382-15b9-4bc3-9fa6-7424fe1294a2,c951ec19-27fa-4373-ab42-99b734f554d1,2953a61d-38cb-41dc-a7bf-73d832cdc691,2024-09-29,conversion,21.64
553a3a44-dbcb-4829-bd21-8e3ca810cde6,6d6f4398-addd-451a-8254-315a120e49d8,95bf49f8-11a7-477d-8199-77258430db5b,2024-10-09,click,46.29
c47c7aa1-00ad-4ebd-8a3b-262ab87ef93f,a5b5c2f5-c96e-4f33-b6e0-78cf0ef01ee1,604c33f8-cdd5-41ca-9eb7-90084f8f8710,2024-09-29,conversion,71.44
1c438af4-2420-4935-9b1c-cc9f61a5c04d,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,345ab8c3-273b-4835-9c5c-b2c0df150f2d,2024-10-03,conversion,66.5
caeefefc-5df9-4017-99de-d0cffc75bab1,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,6e6aa800-71f2-4496-a288-3108f9f07fee,2024-09-19,conversion,31.91
74abf417-89b5-49bf-888c-b96e6a28015d,aa6ecc01-28ef-497f-a8eb-39d822c8be4f,5ad93ece-6cea-41ca-beb2-4d1d59604faf,2024-09-24,impression,90.54
d5712842-a864-4fdf-afec-bb6566cda82a,3cbbae18-950b-451f-a0c5-fad53f1353ce,de946964-565e-4167-9d32-de18a8a3a4ed,2024-09-18,conversion,99.7
05eada72-de25-4277-bbae-0d7a3cfb580f,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,455bedd6-98cb-4e5a-94a2-ac5b4d4ea9be,2024-10-05,conversion,38.59
50bfda12-7708-4db2-ad13-028ed3a51bcf,77bc93c9-1042-4f72-821a-1d8092f9c918,f0a3d904-05d3-41f5-b3ad-fa51f96d28af,2024-09-15,conversion,54.63
9382fdfe-b2ef-4094-aedd-be0ae3ddfb55,b3d12371-ca1d-4c3c-ad30-829686e2dd65,d34288f6-f851-41e1-98c0-fcf58b0629e3,2024-09-30,click,81.93
ee831d68-161d-48d4-aaa8-cc5db298b620,6318d6f8-94dc-42b0-b253-da3ae5897793,ff5918ed-b418-4a01-b9b0-69d963927827,2024-09-10,conversion,91.17
f5db68ca-236d-47cc-bf39-02bdf9e91ef3,c951ec19-27fa-4373-ab42-99b734f554d1,17de95f6-7ff8-4664-8e88-d5e23b9f9c34,2024-09-25,click,80.47
ab3e3896-f2bb-4f96-82f4-3ebfba8e69fa,9eb704d3-ffc4-472c-a802-ca685c0e1894,15243bc8-b2af-473f-9f44-f173bf545f04,2024-09-10,click,45.73
a64c50e7-84c9-4b41-adad-3f16be50f719,f3343a8e-4755-45fb-9fcb-f92f377c7442,e0e34b07-1ccf-463c-907f-0078550e4e1d,2024-10-02,click,1.45
dee8e258-2581-4451-8ff4-36555e2dcc13,b3d12371-ca1d-4c3c-ad30-829686e2dd65,cf597f42-2efa-4fba-a3a6-10671d543bdf,2024-10-08,click,97.28
fe0af981-e067-4a09-85f5-fae30e54c882,6318d6f8-94dc-42b0-b253-da3ae5897793,db91ad40-4734-40c3-835f-d732fc14b261,2024-09-16,conversion,63.2
c8fffbef-8a46-4012-bc6c-8f9c091f99bc,17e0f55f-3d2b-4ddf-995a-d18150aa904a,c5a7b50e-461a-4d11-a0b2-fb252e95470e,2024-09-27,impression,85.66
93b1dfcb-0122-447d-896b-a3f6014fd017,9eb704d3-ffc4-472c-a802-ca685c0e1894,ebb54c93-a6b6-4c92-b62f-276c8df9b282,2024-10-07,impression,41.84
46841146-ba6f-421a-a297-2090cf0d9c0f,c951ec19-27fa-4373-ab42-99b734f554d1,dee6b657-3f86-49c9-a1c2-f230f784f89e,2024-09-27,impression,45.19
7b69ef73-b689-48b4-ab52-dff22715dd1f,77bc93c9-1042-4f72-821a-1d8092f9c918,55d433a1-6264-4900-a1e2-7f85c55dfd62,2024-09-16,impression,99.96
37509692-ce46-4fa2-88d4-24c47bd66816,3cbbae18-950b-451f-a0c5-fad53f1353ce,02180be8-6c75-4f79-bf4f-9c7d46808d0a,2024-09-23,impression,2.91
0a3a1038-6023-4d8f-b75d-2b2d9d965558,6d6f4398-addd-451a-8254-315a120e49d8,bad6c494-f866-424d-b053-52ef66370787,2024-09-24,impression,55.93
e064b565-3261-4b1c-a85e-db7d328d835a,6d6f4398-addd-451a-8254-315a120e49d8,241a0d66-5570-4415-9a95-d11b10c38148,2024-09-28,impression,24.6
db54473e-efc0-4017-8023-2845bb198148,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,7e0c55b3-e0d5-488f-9e8f-662f659d2728,2024-09-28,conversion,97.6
abbd49d1-6bee-492b-9f98-14c4ba007ff0,9eb704d3-ffc4-472c-a802-ca685c0e1894,e7d5b96c-3568-43b4-888b-11cbeeba082f,2024-10-02,conversion,63.26
12fcb342-7c4b-4cd2-b559-29efe8f89b97,c951ec19-27fa-4373-ab42-99b734f554d1,bfc71c0b-6e68-46ce-bd75-109cb9d5ad30,2024-09-25,impression,4.91
37eec7f0-3c88-4fde-ab68-889f9153a727,c951ec19-27fa-4373-ab42-99b734f554d1,b15c9664-f46a-49bc-bfd4-65235a85d82a,2024-10-06,click,39.85
318bd8ef-0239-44bf-8a27-0f67ca04c76a,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,233b79a6-19cb-4d8d-82fb-368e2536eebb,2024-09-11,conversion,51.3
917d8575-5c3e-4ec1-aa3a-ae97207c0cf4,3cbbae18-950b-451f-a0c5-fad53f1353ce,dd7ff67c-babf-4e58-9d71-bc34677cf047,2024-10-04,impression,26.39
25974cdd-a819-4cc4-8921-34aedaddb1fe,a5b5c2f5-c96e-4f33-b6e0-78cf0ef01ee1,38cc39bc-b738-4579-86e0-f4e59bd1692a,2024-09-10,conversion,81.13
be29ba00-8ca0-4bac-ba13-ecc5c8207ccd,8e3acb42-ceaa-4e15-b62c-617d0d0118b0,35ad9ebb-e50b-437b-b411-f5976ca737ea,2024-09-26,impression,90.47
504d2f39-0fb3-4293-80a0-71ed56568b92,3cbbae18-950b-451f-a0c5-fad53f1353ce,7ecab6f3-e4c3-4f54-9399-0a082e1b497e,2024-09-10,impression,71.66
eff1060e-4d68-4a50-818c-b71741e5e530,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,2f401432-a018-4680-a28c-87dcae576609,2024-10-08,conversion,77.17
90f11773-6b3c-4a8c-89de-34e4b295271e,39d73fae-cf00-4f16-9170-29f776a63913,447fc8bc-1f56-4e12-8a09-6b59564163c7,2024-10-07,impression,97.66
41d4c949-22e3-4c95-9372-a98d429589c9,9eb704d3-ffc4-472c-a802-ca685c0e1894,55b09e7f-45d6-4802-a776-9f2c17312e62,2024-09-14,click,98.46
7e06e809-9ff5-4467-ba88-a6066d369d10,3bfb43a5-0ce9-47ea-a5a9-b360dbb72cda,390f3b39-c8bd-4c91-bc04-a22bb0a1220b,2024-09-23,click,45.0
6afa8175-6862-4306-ad5d-9d4c4184ec37,77bc93c9-1042-4f72-821a-1d8092f9c918,7597bca8-68fa-4e97-8f7b-61bd5ff1bc1b,2024-09-26,impression,23.56
c3224d00-1fff-4a6b-a657-2746f9004f71,b3d12371-ca1d-4c3c-ad30-829686e2dd65,390f3b39-c8bd-4c91-bc04-a22bb0a1220b,2024-09-26,impression,91.13
686bec1b-0c14-4c32-afc1-f2570ab8472f,4fa85347-8bca-4b17-85a8-541ee243474e,18cd81fb-8a5b-4440-9416-f2219aeb3083,2024-09-27,conversion,32.13
f6b2008e-958a-4f98-8b5d-0d4b179b9430,17e0f55f-3d2b-4ddf-995a-d18150aa904a,c0b8a76d-606e-4f82-b362-77f8dbfd0842,2024-10-02,impression,42.5
3f864c1c-9b91-434b-b362-172a39168de6,6318d6f8-94dc-42b0-b253-da3ae5897793,d449e129-f794-4baa-a3c8-2f9eb4b70c35,2024-09-16,impression,49.94
3de9d6da-32c2-4db1-ad16-7dd76755e696,0fe471cd-87c9-459e-8ec8-bc3cf2e0270b,433f7a6c-7f04-4dbc-a166-f83baa373bc7,2024-09-21,conversion,51.98
fe38cdc8-747c-4937-8966-60f0bbb6f235,ebb3123b-4158-41cd-92ff-7292f58c1f64,db91ad40-4734-40c3-835f-d732fc14b261,2024-10-08,impression,1.19
557f64cb-c5ce-4dba-9672-3752d5cf30f7,6318d6f8-94dc-42b0-b253-da3ae5897793,84a39017-d3ca-454e-8207-4caab6e109c3,2024-09-24,impression,58.75
362fc519-4771-4c73-9ea0-145521383f8a,ebb3123b-4158-41cd-92ff-7292f58c1f64,bfb81a4e-3e4e-4fd7-a50e-45f8061d00e2,2024-09-28,click,91.89
abf9ff96-9e87-4c98-a4fb-05f29122556f,4fa85347-8bca-4b17-85a8-541ee243474e,ceb1cf8c-2ae8-463b-886b-2541a472ec6a,2024-09-21,impression,67.56
0c8251a7-2a0f-473f-972b-b2d39167214d,6318d6f8-94dc-42b0-b253-da3ae5897793,403f245b-e84a-4cd7-bd27-71d5614eb9e2,2024-09-21,click,90.12
