transaction_item_id,transaction_id,product_id,quantity,unit_price,total_price,discount_amount
9f802994-1f57-4ea2-8622-19cf08d5d45d,116e10b6-38b3-43b0-af3d-776c9d85a895,bf82f707-c833-4c25-b011-5236d2215042,16,578.78,148.51,34.83
00ac6d14-7f1e-433c-9409-e5449373a38e,bc0a11be-65e3-4ef5-a8af-52555c84c549,bfccbd15-6b49-46e7-b43c-771b6820f091,78,23.95,505.95,4.98
895f7e77-7dc9-4e1c-8436-09ebd7704f1f,798fcbd9-dea3-462b-91d9-ac3725307032,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,70,223.92,90.57,13.99
2219e9c4-c142-4dd3-b06f-204aabf052c4,b1478cc1-324a-4396-8340-a868972225d0,aa61406f-cd27-469a-9f4e-ee6d1078fac0,64,948.86,411.35,2.59
a19cf074-bfee-4d29-af93-9d4628dd9336,4c4ba3d1-a1e6-4c38-be84-758e88949599,6ddc6756-19e2-4e14-b90a-fde4bc834511,56,864.2,92.54,21.87
6d46bfbb-4888-4036-a2f1-fedec267a2b2,ec587374-232e-4e33-aaf7-7cdb4f5c005b,f8324192-98d8-4539-b552-caf10c83945f,58,805.38,471.17,27.92
f54b6853-0318-466c-970c-edff6955e139,39b309ba-07c2-475b-b806-4a7460c5269c,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,31,267.98,447.93,6.91
24378977-0f87-42db-a2ab-4d09d68144b3,540e34dc-f114-484a-911f-8bc8e7666f30,c346776d-9770-48b1-b29b-532f34d74062,21,639.77,296.19,32.81
f14fb1f0-76aa-4a7f-80e5-de65107184e5,ff629e87-cf91-4ace-87cb-163a961493fd,5de901cb-f884-49bc-880f-01d91b399892,81,745.1,116.21,23.68
6f14c950-3b7e-43a5-9416-be3d103812c8,53820a42-73fb-441e-a5c1-576fdd605f6e,f2725fb0-6972-4ff3-aaf6-20ce358e67bd,60,543.33,605.94,7.73
b670a5bf-2958-4e20-bac1-f76ddbe443be,35bd20f1-55cb-4bc6-b1ac-ff913dda53f3,ae4f401d-0ff0-46e5-94db-ee4a49caa66e,83,29.0,406.99,26.63
303c1381-176d-4ae0-be7f-f95074ec84a3,248d3049-cc1a-4be5-98ed-f10bb0c1f06e,4869ba6d-19f4-475a-a1c6-0ac18c6f6b4b,72,620.98,378.81,8.39
ba1f0cfc-1006-4426-a352-3cb5b587c337,820d0a34-20f6-423e-9e3a-9eb97b2a7274,13dcfe40-4bbc-42d6-887a-38454b6204aa,84,176.24,967.98,34.26
fe7e365d-86b1-45e1-a551-eb84c7a59aca,2b6f56d1-1ab3-4c4c-955e-b4b6893615f5,1da7fa53-013d-4b12-9898-6b8b70eb21a2,32,824.11,840.86,20.6
b1dca253-d9cf-4712-bdc6-31a917c523b4,a7c4f73b-e7c9-4a2c-9eeb-18087aa6d7da,bde06523-b6c3-41b7-ae5a-a397e56c2dbc,9,321.8,634.94,20.17
4f07bfc8-9e0b-4ea3-9e10-a1ff49ac1bba,ee88ba43-9c52-4489-9074-3d0df2f68378,a56fbabb-c93e-4c9e-b334-bfc36e25ecf6,79,442.83,822.41,23.13
90ee2925-d965-44a7-a979-30c7dbad963b,89200a88-641d-4cc4-ae73-95c85bc67d13,e453c30f-0155-4764-bd9b-2c19462e2838,8,59.73,777.43,3.8
1f8cfaff-8652-4ad7-843a-cf306aca6fc6,575324a8-d55b-45fe-ab64-1244a59e2b5d,bc2a3d3e-09bb-4ee1-a1c9-6bf255cac50f,32,254.6,818.37,0.67
60b4e436-897d-488c-97ec-bbbe5e4d792a,d93c4ccf-1ba3-436f-a3c9-8e061b36930c,2e02e5e3-d4e3-4d21-b986-47adce1f2c06,77,180.75,463.13,16.47
869a36be-b5f8-45cf-958f-c3a61190900e,2e969265-1bfa-4622-930c-d26696180539,789bc053-499c-41fe-97ca-c6280f6fa07c,26,376.89,764.49,18.84
1063776a-761b-4464-a7d7-7643d5df588b,ee194b20-4f09-45cf-b231-d0c8df6b24aa,c42a989f-9dbe-4145-a240-09ddb97be1d4,59,532.13,852.2,16.97
7ea5c428-4f67-4598-9669-a8a6befc97d7,51f03f9f-9112-4ec9-9ec1-e8e438b3d85d,20c49cfc-ac0c-4ef0-aefe-ad07ab77f1e8,32,353.24,261.42,33.63
e57b0b6c-44e2-4d65-a2a4-ae62fb7ea41c,4fe16959-a2e6-42db-864f-f5538ce81473,bba47c53-5269-4fdd-8133-f074cdac9f70,82,356.81,661.79,29.92
0ab5587b-ba67-4ca6-97be-e540313c7eb1,9049a4d4-86ac-4008-b881-42dcf2b5962f,14807c5d-e2a5-4d01-adf2-3a5074cff780,51,865.55,229.63,31.61
037b1a30-fa1c-4641-9cf5-83914eee07fd,76f01ac0-3ddd-4115-9c32-1d3f82f7a4fd,e1c8da89-fc49-45b6-8de9-801206d0659b,31,293.35,218.28,3.58
448f90d8-e249-4577-bd9e-d199f21a9b56,3a936af7-719a-475f-aff7-8f67d4179720,eb841989-9277-4f0c-a2ce-24753c2ecbe9,74,271.32,969.5,18.11
1e61cf36-ca16-4091-b3e3-09713d484589,b38d429f-ebbf-4be0-b7d5-3439699ce241,8853ac2b-871e-4e4f-91a3-1ef24ce49ced,81,313.99,113.0,16.22
91f977f9-73bb-401c-af51-dc4bd759acee,acb0ed97-9a98-4ee9-b1cd-7abc16dee701,868b02c6-8af1-4ed4-8992-58e7abb80d1c,99,384.25,452.83,16.29
20782031-6ee7-43fa-a229-a383a311e980,db16d9cb-bc4c-4bf4-85bd-08c74b4a35aa,2e02e5e3-d4e3-4d21-b986-47adce1f2c06,91,725.45,159.29,26.3
9caeedce-3764-44f1-a9a8-937219765afe,c6e199a0-13e5-4c7e-9c0d-22416a5b1ed5,4869ba6d-19f4-475a-a1c6-0ac18c6f6b4b,77,625.75,113.13,27.83
d0b21b28-a9df-43c1-824b-d0caf9212898,da417047-b703-4302-a6c4-68bbf7454a83,a56fbabb-c93e-4c9e-b334-bfc36e25ecf6,8,534.7,72.94,16.8
721d2f93-4d0a-41ff-b509-ed0045aa8d35,1439cd9c-7fef-4038-9ca2-7ded923f51e7,eac1a5e1-6f50-4d23-b939-84ca463e5398,61,468.59,623.71,4.63
0f2bc800-64fa-4e4d-9c86-ba3969ee0073,1ecf47ee-9716-4b82-b3ec-914cb594e830,2c6c603b-825b-4763-8f25-5ab4c21a3faf,11,364.39,122.55,13.44
cbf6e87d-6136-42f3-bb50-c0e6254b8935,7229eb0c-21b7-41bb-af42-27b06733e433,4a1b0759-2d79-4678-aea0-7d6e6b728036,39,609.57,510.53,3.5
2ce9d871-f332-40da-8f51-fb704010df88,13bc371a-a60b-4798-836c-80fe6c3fc20e,9ae83980-5a47-41fa-8232-33558f669e6a,89,28.14,689.21,19.18
3cf3666f-bee2-4044-b9ed-94092991cd32,1fa0bedc-c0cc-4026-8bf8-cd831e969ce8,18e1542a-f026-4f32-b40f-1d4790f098d7,32,541.78,552.8,11.7
bb68e34e-2fdc-4c40-8629-f28044bc7410,30252b23-cec5-41b6-89f2-f29f20cbd9ff,bfccbd15-6b49-46e7-b43c-771b6820f091,81,248.95,729.22,26.78
0a3a537f-6620-4972-a884-ad51d894b178,6a085258-e6ed-4214-8ae5-04b6b8bd1c4a,28741d9b-1e48-4421-b8da-07ae911c5439,21,279.2,751.44,23.97
0283aef4-2e2a-4e2b-9b44-34622356ff51,a56955ba-a5dc-4d4c-8f7d-b4417d8cc9e5,f4d137fc-9506-432b-be46-09d02dec41ee,75,163.71,286.71,12.79
f5e95e5c-ec68-4c32-82de-32daaaee1d48,7b6bdc02-7bb4-4dea-9e74-6940175accde,13dcfe40-4bbc-42d6-887a-38454b6204aa,84,541.37,6.48,26.58
1da3e4e3-ea54-4878-af50-dfaef3e6ab6c,f9d14e20-2808-4ddf-8f2b-6da35d0625a5,98426915-3392-4466-bb8a-7630b5acb0c2,49,41.17,593.23,19.31
23d68f08-4f84-4568-8640-c2e537968e5e,2e98310f-9380-433b-993d-53983aa2f515,07065a39-b9f2-4a5e-942f-df749a04491b,49,231.81,18.27,12.77
094a0ca0-cefa-43eb-8425-7adb1d2ead3b,5750ff7d-6a69-4fd6-a10d-ff20a3607ede,636896f3-70c3-4766-a9f5-c73aa98b50d4,73,137.66,285.55,14.11
d13227a2-25dc-46ee-93c8-0b4373d430c5,e163bb64-4e87-4f9a-9b18-289f15db095a,180b196e-3ae2-4669-9147-6b8f02042b9c,64,255.32,131.36,16.41
2768fd83-57dc-47c4-bb5f-65a2bd578a04,e4201f07-f83d-4fe3-90ef-c036e2b264b3,8853ac2b-871e-4e4f-91a3-1ef24ce49ced,3,84.18,426.66,8.86
7832aadc-0af8-415d-8276-2f0669d1f4d6,0e03d7dc-d38e-4a54-bacd-284cdd3260d5,50434dc9-15fa-494c-815b-f5d84f2b987f,18,920.29,359.5,24.37
f59439ba-39b8-44c5-beae-47d9d9dc5ac8,bcea4370-3149-4842-8e25-431984a42ab7,4a1b0759-2d79-4678-aea0-7d6e6b728036,8,610.67,57.78,5.82
5ebcfebb-4d03-4161-900f-7b64c82ccf58,9424b976-10a9-43a2-87cb-98c0e078278d,1f0b4016-2ac1-435c-9ddf-bfddf6181de5,4,269.75,309.52,25.48
5eb57669-48e7-4b90-88db-5476eefa6ced,cfba3779-ae09-43b1-86ca-682fbc11b89c,2c6c603b-825b-4763-8f25-5ab4c21a3faf,74,467.23,833.16,15.41
5e1142ee-4707-4058-a632-19cf043bc139,0ccc54f6-4076-48ad-b039-631083e68b77,b437d04b-e735-43dd-ad4e-d434ac8269e7,55,635.65,337.93,6.69
16ac07b6-b829-4588-aea3-19e215d5b039,fbfa8d42-cf19-4da7-92e7-445f18d311c1,5de901cb-f884-49bc-880f-01d91b399892,41,682.4,231.52,19.8
b3168cfa-8c87-4f92-9ff5-4b08c5c18a07,28788c3a-a1bc-46d5-8055-d8ae5a27f148,98426915-3392-4466-bb8a-7630b5acb0c2,67,25.68,453.13,1.9
5b6ab083-d201-49d2-9c84-df3f0a35bfed,a3875799-aa51-4bb9-b7e8-05c4a5b2df5f,18e1542a-f026-4f32-b40f-1d4790f098d7,95,220.57,707.59,23.8
13dd35d2-90a4-4214-9b0e-9b2235232747,34646775-027d-451b-a2f2-674271e36a26,eac1a5e1-6f50-4d23-b939-84ca463e5398,46,396.76,604.12,19.72
d6296293-f1ba-4355-b45f-a22623b4a453,34e698ec-55e3-4234-876f-1a62163732ac,e453ef81-5aab-490c-9040-6188b3bb06a8,59,669.83,928.24,9.48
05d57ef2-3d42-4bfc-976e-6491c5c1a289,0f4f6d21-98d4-4f4b-816b-a60792738b1f,b1905319-e8e7-4e3a-bdb5-c4f71f792733,16,710.85,943.98,9.5
5f8389ac-4b1c-4f94-8def-fb2bf885f8d1,967923ce-a799-42c1-8546-2c31a53eeeaa,ecccdfbf-be18-4813-8dc1-acbb91f8089d,99,199.42,34.97,16.81
34697908-5839-4a97-ab7a-134a91e5376c,8e3d899b-f9cd-4b17-9283-0da33b15530d,eb841989-9277-4f0c-a2ce-24753c2ecbe9,47,61.84,462.83,11.51
b62d1a6e-3dbe-41aa-a52e-81862049a6b0,998d3e47-ac56-4d80-8092-4846d32e689a,01a1d726-fefd-4c70-94a4-b2580d1dfa67,21,663.78,643.75,25.3
9ed88bb7-14a6-4a11-b830-94f42339cb96,4a44abec-ccaf-4750-ab82-c18fc56da132,f2725fb0-6972-4ff3-aaf6-20ce358e67bd,77,367.83,104.64,32.6
7ca51a38-7c4a-4d40-a4bd-1d7e923dc5dd,adfdf426-84eb-410e-9760-b667f285ba5c,ae4f401d-0ff0-46e5-94db-ee4a49caa66e,89,338.93,654.32,34.32
06f0d65b-ee9d-4d47-81ae-d975ad8f789c,3ba55784-ae2c-496a-8710-b6a8ee95dd39,71314157-ef27-4ebc-ab81-6d88c134fe63,30,199.25,940.1,30.57
8232ad54-e727-4333-846c-76e169f29bcb,26e6efc1-b1e6-411b-919a-1c0c8f55d596,180b196e-3ae2-4669-9147-6b8f02042b9c,30,513.82,464.8,20.99
b0cb0058-e612-4f57-9e32-3a862036fe8b,551091ab-ef74-413d-8d7c-eeac42259ddf,94d6aa0d-37b5-46bd-b0de-77eb036efa9f,76,940.84,300.52,31.97
cba79c79-eb8e-42b3-aa4d-1ee2c8e8889c,b078cd1f-e1d0-4b1a-8bce-0be0ed171404,b1905319-e8e7-4e3a-bdb5-c4f71f792733,17,515.34,258.46,15.63
62e727bb-86a9-4c44-b58a-4466760d56a7,ae8669da-b30a-44e6-b66c-adff36856ba7,3049f9f7-c9fd-432a-b44e-5787527527ce,63,382.59,440.16,27.77
5c755a41-9af4-4ef9-95b6-0b0a7ceb4aaa,c4e7f7c9-7f2c-46bf-922a-0e9620f8bc7d,067047c2-632c-4195-8701-35c99088dbc3,30,767.73,975.7,4.43
1f41fa01-5c72-422b-bf92-239235f84e0d,3e61880b-7015-4c34-a9a3-600da1e5af66,b1905319-e8e7-4e3a-bdb5-c4f71f792733,74,505.42,421.27,25.99
e8ef5ca9-3938-4abf-8f23-267f9a27283a,03374953-0d9c-426f-8ae3-a57079e0486b,ae4f401d-0ff0-46e5-94db-ee4a49caa66e,73,224.21,271.25,5.3
63dfc357-39f7-4952-afea-09b90cc67ff9,ce33a248-a6f7-4ef1-ac99-06549aae3d94,3e86a3a9-6054-4613-b74a-3a5a0464b78b,27,200.6,556.69,15.85
5cc0d021-fb8b-4650-a1c6-37fdd85b2867,2ead71de-756f-40e5-a3d4-a41af07078b9,6ddc6756-19e2-4e14-b90a-fde4bc834511,37,639.27,372.5,4.26
d18e3742-8da1-4d4c-ad41-68830515ebd8,b1686fce-4695-48fe-9d5f-e201390e6eab,9ae83980-5a47-41fa-8232-33558f669e6a,1,741.89,147.71,4.89
fedd3572-8fca-4ea4-ba2b-7890701d0192,7723776e-e1b8-4054-9f2a-78a37c628394,82cd56f1-5a63-4e1c-905f-9dfb2b0633bb,3,518.42,150.7,14.22
d3a7ef09-0d60-4195-bcea-5d34e90d7daf,a835424e-d13a-48fd-a33e-701438e611bf,50434dc9-15fa-494c-815b-f5d84f2b987f,35,175.18,757.27,1.46
ad7f9ef7-3e61-4d8a-b0e8-c7b2bd5b99cb,a9c01471-dd4a-4c97-88c4-d38f9795d80d,11d6396c-0bf6-4623-9240-79a12862feae,98,635.13,886.1,10.61
d84f2a56-a72d-4f12-920c-5e6b27530a89,1e495d67-f9c1-48d9-a600-3879127950e3,9ae83980-5a47-41fa-8232-33558f669e6a,46,122.94,766.13,19.58
59f50232-c0d6-47eb-9bbf-3ef1c213721f,97f67a38-4ae0-4395-b55c-e83f5d909f58,f4d137fc-9506-432b-be46-09d02dec41ee,37,64.5,131.33,8.49
3bd62fe0-9446-433d-97f0-226db848d4b6,6ff1502c-ef43-4e26-a45e-f45ee92b33db,345b6659-9565-433a-ae7f-d1b1a8496d5b,87,608.33,180.84,16.63
705389ab-9d5d-4960-9bf3-fe3a84590b14,994c8619-e7c0-40c6-910d-9a35d605d8f4,2acfe92c-6fbc-4257-8136-316b3eebcc0e,26,0.35,645.88,1.85
8fc90223-7a25-4cd1-a19d-958062a9cd64,1358f6ba-af15-4718-8288-ce8f3c48cb3a,6a969a67-4f4c-406f-8557-124e5bacd502,16,840.2,490.91,25.89
07af41a2-a3ab-412d-8b44-65eaed36e1f5,a720e046-217c-45fa-9b0e-fb6cc76d22a5,3856e9e3-dd96-4031-9168-3645e281a8c7,38,836.66,265.44,25.66
f351ffa6-aef6-4dac-8ff3-9014dd1b0c7d,23a4f41c-e906-402e-9530-377ca3d6a053,efad0069-6755-41fc-8bb4-4fac4472199c,29,205.85,812.25,28.4
eb32a18a-531f-45d8-974a-0da711bd6862,671950a5-dac2-4421-b61a-bc7a15b96076,bf82f707-c833-4c25-b011-5236d2215042,26,573.37,294.27,16.8
0ffdf647-799d-4de8-b730-d4a4d3d0d80e,aeb5d181-10f3-4d46-a82b-82c30cacfb97,345b6659-9565-433a-ae7f-d1b1a8496d5b,48,913.64,119.55,1.64
5533d634-2e9d-4cdb-bf6b-5adf2167b293,1c1bfa55-786c-4ca3-a7ae-230158851fd5,94d6aa0d-37b5-46bd-b0de-77eb036efa9f,31,710.68,998.73,32.99
ffce60e2-c115-498b-98d5-aa444d4d3f87,02a914b2-eb32-40cb-afe8-06f88b9acbfd,0033b3e5-bc33-4682-a90f-a10d9028affb,81,394.47,498.93,1.12
fd007a81-a727-4a42-886d-b692305d116f,04da265b-2a03-45a0-9bb4-72fb9202afef,6a969a67-4f4c-406f-8557-124e5bacd502,68,393.94,712.87,4.3
2d30512c-ca37-45c1-a6fe-cf2aadaed1d3,a5e4d586-c50a-458a-b2c1-c06d43587b72,14807c5d-e2a5-4d01-adf2-3a5074cff780,4,521.97,495.93,10.79
fc6bafe1-1634-45d9-a909-23aa15faf170,60d5e248-2dee-4f3c-a2f7-951aa358b0e1,6fc32e7e-6a74-4cbe-8d92-bad284e660ab,8,904.3,705.75,0.96
7ee8a53f-9546-489a-948d-2be0d6070dc7,21516aff-7ac3-4e93-b043-8a52660d2df3,bf82f707-c833-4c25-b011-5236d2215042,89,646.14,165.42,21.88
62d24643-02f4-487e-bdfe-da4333606c79,64919900-f7e4-4dd5-b58e-06956f058656,c96f92ea-58a3-41da-9a68-9ae857d74f6e,69,334.78,188.76,5.96
f24788b3-842a-40f2-9b87-14b92165a05f,70c1d869-1e73-4a9d-b4da-7c8fd6716914,789bc053-499c-41fe-97ca-c6280f6fa07c,64,171.0,205.74,32.36
0648f59f-dc40-4fa4-bab0-c4ca25db3eec,011cfe8f-46a5-4ebb-b19d-7893a8a255e1,636896f3-70c3-4766-a9f5-c73aa98b50d4,36,257.8,346.9,18.71
65a3c338-5f94-4219-894b-95791b5b920b,4b1d83e3-1789-483e-a4f0-b3ef5c1fbdc4,18e1542a-f026-4f32-b40f-1d4790f098d7,69,592.42,872.36,4.16
c3654f41-68d3-4c8c-bd5f-502a87b5e2de,f739e184-7685-4690-b99d-174ef8631cf8,352b85c7-de74-45c9-849d-20ced1c3b1de,96,464.18,631.63,27.57
3f147b34-5972-4706-ad01-17d9b801ab08,70138986-3988-4401-9238-f2dfac3b5103,7fcf8c60-477f-4ff2-b4fe-aab66c6b7998,41,119.15,561.95,10.86
21c2ebc3-8bf5-4909-b60a-9756beed25a7,26e6efc1-b1e6-411b-919a-1c0c8f55d596,41a54f61-9c97-49fc-a35b-e76a9780a45d,31,788.21,464.2,1.25
efa6f20e-af7f-4f90-8f0c-ee56f0afc0b8,c2ea4e26-06a4-4496-b51c-9a1d6953f567,e39c4998-8e90-42fb-939d-71868556d262,50,609.88,160.78,24.14
c53c4f87-eb6d-4985-9651-54bf4b4bb561,66d7e4bb-7a7a-484d-aa33-30aac38a3675,e4f45c9f-2f93-4eaa-b6f5-049f174156c3,46,947.31,723.1,21.66
3ba74520-e420-4a64-8534-657e7df12232,b86256e9-63d4-48ac-ba11-5d951750d325,6fc32e7e-6a74-4cbe-8d92-bad284e660ab,27,281.46,427.47,2.72
76968c99-cdda-4f77-a0e9-fed14f56ae68,7522d729-d372-4041-ad69-fc0ce3bf26e7,2c6c603b-825b-4763-8f25-5ab4c21a3faf,92,719.48,790.17,26.76
6295e0a4-f622-446a-ab7b-90be1775c0aa,24175a9e-e469-46fc-9140-d800a49143f3,7337b4c9-4913-44ad-b1b3-7c7b6bad088b,54,492.17,545.55,0.35
