transaction_id,customer_id,transaction_date,total_amount,discount_amount,payment_method,channel,is_return,return_reason,store_id,tax_amount,discount_percentage,net_amount
cdf82dee-f2e3-44fb-9d7e-07178110f367,d128b6d7-337f-4334-abc5-0fbff8b908a7,2024-04-09,41.2,13.93796,Credit Card,Phone,False,Incorrect Item,NULL,6.180000000000001,33.83,33.442040000000006
a7c0ece5-52a0-4917-bfdc-697e6bb9beb8,b25300d3-83c2-4aa8-a977-52a2c89708fb,2024-04-12,885.66,12.133542,Debit Card,Online,False,Expired,NULL,132.849,1.37,1006.375458
166c10ca-2a3d-42aa-9475-42349e78ae63,698f6d6e-19a0-4e33-8adc-30fcd2768f90,2024-10-06,855.6,66.90792,Credit Card,In-Store,False,Expired,6,128.34,7.82,917.0320800000001
3d388050-1b6f-44a2-ab89-81c7d9a9eebe,303f01f8-0d13-4ef0-a94f-5ddc9a8bef20,2024-06-01,810.46,86.96235800000001,Cash,Online,False,Incorrect Item,NULL,121.569,10.73,845.066642
a3ccccfe-afeb-46fb-8db4-c1b9a707c21b,83b2b516-061e-4a4b-86d6-ef231a26a6d6,2024-03-04,291.85,33.91297,Credit Card,In-Store,True,Damaged,10,43.7775,11.62,301.7145300000001
9cea556c-6260-4d04-9c9d-80388a0c4f5c,5abfc6b7-2a87-46ca-8744-4afedbd9705f,2023-11-22,267.41,56.985071,Debit Card,Phone,False,Expired,NULL,40.1115,21.31,250.53642900000003
0468909b-c78f-4378-9557-1ea63c2029ee,c8cb59c0-9476-4be1-946d-38b134ae2778,2023-10-25,201.58,51.20132,Debit Card,In-Store,False,Damaged,7,30.237000000000002,25.4,180.61568
81e7d89e-5bb5-4cef-b566-f5b135a79b71,abf2cc6f-eb4e-485b-a9ea-291cf8d592ce,2024-09-20,687.79,144.43589999999998,Credit Card,In-Store,False,Expired,10,103.1685,21.0,646.5226
43942282-fd48-4998-8de8-9371b690b6cf,805cf208-aaf8-46d6-a43b-924470c47d41,2024-09-07,241.35,81.04532999999999,Credit Card,Phone,False,Incorrect Item,NULL,36.2025,33.58,196.50716999999997
bb688555-b3ca-4226-af37-6f03ad25e71c,553d86d0-f405-4360-8723-87f2a85c7726,2024-04-18,122.49,23.444586,Cash,In-Store,False,Damaged,8,18.3735,19.14,117.418914
6f68148f-47df-4c33-9929-8f5a50760840,155ec114-d131-405c-9a4e-d5fc81420b36,2024-05-23,575.19,143.10727200000002,Cash,Phone,False,Incorrect Item,NULL,86.27850000000001,24.88,518.361228
c32636c7-53f4-4883-a3f6-a90b2ea40304,400e8167-2cba-4152-9071-3cf585800566,2024-07-22,285.62,91.85539199999998,Debit Card,Online,False,Expired,NULL,42.842999999999996,32.16,236.607608
e7980233-9be0-46db-8275-9bda4d517c80,f0a3d904-05d3-41f5-b3ad-fa51f96d28af,2024-08-09,490.2,17.69622,Debit Card,Phone,False,Incorrect Item,NULL,73.53,3.61,546.03378
f98aa1cb-2229-4252-9dac-587987dd4957,bc40cb74-71b5-4302-bb3b-4a10965f37aa,2023-12-08,802.62,31.783751999999996,Debit Card,In-Store,True,Damaged,8,120.393,3.96,891.229248
75b48806-552c-455c-ad74-71348e5d8af8,4d60135c-6b46-4a44-ba1f-6a714a68e91a,2024-03-09,241.2,9.91332,Cash,Phone,False,Incorrect Item,NULL,36.18,4.11,267.46668
8c0556b9-32a7-4821-957c-2230648aa1d5,8c290ac2-fa56-4fad-a38b-58d4a245d9e6,2024-01-05,190.61,24.321836,Debit Card,In-Store,False,Expired,6,28.5915,12.76,194.87966400000002
4809195d-51fb-47e5-825a-f5046556bcc6,fbfab17c-8a75-4d08-b2a7-96aef4e63d5e,2024-03-05,689.41,101.89479799999998,Debit Card,Online,False,Expired,NULL,103.41149999999999,14.78,690.926702
95636967-0bc2-4b5f-8e5c-867ed00e0d0d,ce646153-5e9d-4312-81f5-3418a98836cf,2023-11-24,773.72,154.74400000000003,Credit Card,In-Store,False,Expired,6,116.05799999999999,20.0,735.034
87b891ad-0c48-40d5-8156-bd5e7e319613,a5c60a37-4c9b-4313-8850-5eb78fd006b4,2023-10-18,829.7,230.57363,Debit Card,In-Store,False,Damaged,10,124.455,27.79,723.5813700000001
e5a14a6d-7608-4816-8050-7b64018aae07,14f22a2d-7a51-462c-9a37-e1f2c83e8e09,2024-05-05,442.19,120.89474599999998,Cash,In-Store,False,Incorrect Item,6,66.32849999999999,27.34,387.62375399999996
8d4ec4c9-06b6-4ab4-acfd-6cde302983e7,34c60094-5171-44cd-8967-7d85cd131a01,2024-08-14,406.88,46.018128000000004,Credit Card,Phone,True,Damaged,NULL,61.032,11.31,421.893872
de69e31b-8c11-446a-aa32-08498ded4ae5,6671fd2c-44c3-4664-9cc6-34e47a94db27,2023-10-20,811.81,104.64230900000001,Cash,Online,False,Damaged,NULL,121.77149999999999,12.89,828.9391909999998
40cc10b4-748c-4551-831d-3b175e6126ec,55d433a1-6264-4900-a1e2-7f85c55dfd62,2024-03-10,312.73,41.09272200000001,Cash,Online,False,Expired,NULL,46.9095,13.14,318.546778
fab684ef-c49d-41f2-826e-ff5faba34cf9,6cf047d1-9953-467f-9523-e9afbcf9d42b,2024-02-06,896.83,306.626177,Cash,Online,False,Damaged,NULL,134.5245,34.19,724.728323
c867706b-1597-4746-bb8f-c1f7e8a00cc5,a21da188-3711-4997-b6f7-f904cf6cee27,2024-01-21,619.29,26.877186,Credit Card,Phone,False,Damaged,NULL,92.89349999999999,4.34,685.3063139999999
5c77097c-8a05-4837-9652-ec6b7c80863d,f6cf12fb-6d4c-4146-9f0c-80a82819b1b2,2024-04-19,95.59,31.277048,Credit Card,Phone,False,Damaged,NULL,14.3385,32.72,78.65145199999999
102f64dc-1be1-4e79-9224-274495e9617c,3b757b7f-edc5-4d3b-a0f6-45a7b46ecd94,2024-06-21,728.57,57.484173000000006,Cash,Phone,False,Damaged,NULL,109.2855,7.89,780.371327
b57b060f-c139-4cfc-8673-8241dc3ccbfe,6cf047d1-9953-467f-9523-e9afbcf9d42b,2024-09-12,965.71,153.065035,Debit Card,Online,True,Damaged,NULL,144.8565,15.85,957.501465
b2a581cf-c719-4232-9cc7-99e527cc75d0,6e2048ff-8a75-429b-a681-cf9cbe3ba319,2024-09-09,680.27,85.169804,Cash,Phone,False,Damaged,NULL,102.0405,12.52,697.1406959999999
20d500c9-207e-4c29-b319-c329919b168a,b4a73382-0f33-4592-a902-f2ad88e14e14,2023-10-17,453.27,48.318582,Cash,Phone,False,Expired,NULL,67.9905,10.66,472.941918
e9018428-b87f-4f93-84a5-153c359073c9,e8f89d46-a46a-4291-963f-be766b009da3,2024-06-28,573.91,102.442935,Debit Card,In-Store,False,Expired,6,86.08649999999999,17.85,557.5535649999999
994c8619-e7c0-40c6-910d-9a35d605d8f4,813322de-47f6-424b-85b8-20a714fd3ceb,2024-02-12,906.99,123.35064000000001,Credit Card,Online,False,Damaged,NULL,136.0485,13.6,919.68786
09092d3e-06d7-4364-82e4-c5332833ec80,f1a645f6-d231-4ab1-af75-295b6af4c785,2023-12-29,199.39,63.126873999999994,Credit Card,Online,True,Incorrect Item,NULL,29.908499999999997,31.66,166.171626
e7930236-7b8f-48a6-af8f-b1730dc8595c,b846af15-1e71-44f8-946f-6d8338ae932d,2023-12-31,610.36,59.75424399999999,Cash,In-Store,False,Expired,6,91.554,9.79,642.159756
930494e7-8a5d-4bac-8f84-1cd1bd5f14bd,6fb61392-fe0a-41bd-8761-caded8e4cea1,2023-10-16,714.31,117.575426,Cash,Phone,False,Incorrect Item,NULL,107.14649999999999,16.46,703.8810739999999
84c84fa3-464a-4a9c-9eff-fc396fd4f30d,372f7cbb-325e-47fb-9f44-2836ca5b531a,2023-10-16,268.32,54.254304,Credit Card,In-Store,False,Expired,4,40.248,20.22,254.313696
7bdcde3c-2a85-41b4-8887-b15a3fb00911,47b06529-fbdd-447b-b4d6-0304cb49743d,2024-09-15,813.3,129.64002,Cash,Online,False,Damaged,NULL,121.99499999999999,15.94,805.6549799999999
30c42d46-222a-4ef4-8292-3786b595e61b,02ce4e1a-8922-4436-b445-10f10035b752,2024-05-31,283.47,68.82651600000001,Credit Card,Online,True,Incorrect Item,NULL,42.520500000000006,24.28,257.163984
4ebe8bb2-7ceb-4fa0-8937-fe07a62a7bcf,ff804669-f43c-4666-9bf5-e1a1728b2b35,2024-03-16,979.52,220.48995200000002,Cash,In-Store,False,Expired,6,146.928,22.51,905.958048
3e4f81a7-bf04-4ee7-8718-c197441e998d,bef5dc7a-888e-4440-9caa-7d70fc5cb7eb,2024-07-27,747.3,48.79868999999999,Cash,Online,False,Incorrect Item,NULL,112.09499999999998,6.53,810.59631
a03b8faa-12cc-4f97-a8c6-58c0f07e0f47,e2a8a357-4cc5-4cd0-933d-708ec388327d,2024-03-25,818.51,281.56744,Debit Card,Online,False,Damaged,NULL,122.7765,34.4,659.7190599999999
efaba52c-d9f2-4f3d-8bee-3f2b522677af,d1ce1839-f4c3-4556-b406-e032a74d287a,2023-12-10,589.6,151.35032000000004,Cash,Online,True,Expired,NULL,88.44,25.67,526.68968
d7810980-4b40-4efa-a386-d34d785058f8,a895fc5b-4196-46bb-8e13-9c84c4b3230c,2024-09-09,624.8,35.926,Debit Card,Online,False,Damaged,NULL,93.71999999999998,5.75,682.5939999999999
469a54ac-ebe0-4b7b-af29-7a47ec703717,dd2545d9-4d21-4de9-bdb3-593bed1ed0bb,2024-06-24,875.64,249.90765599999997,Cash,In-Store,False,Incorrect Item,5,131.346,28.54,757.078344
c643f429-7122-4729-8728-9e1c16fd2c26,0b208f8b-b399-4cbb-a1e8-6d357a84b59c,2024-07-05,23.59,2.47695,Debit Card,In-Store,False,Expired,8,3.5385,10.5,24.65155
4c7ff320-12f6-4a4e-8ba9-929fe5f8ae51,28a8a238-f0d6-4089-a616-95fd0ee03bbd,2024-06-04,670.86,71.647848,Credit Card,Phone,False,Incorrect Item,NULL,100.629,10.68,699.8411520000001
e75f7de5-97d9-4336-8b96-5b2c9c5a3a6a,58d50550-7d26-4046-898a-e7a4527db612,2024-07-16,524.88,163.290168,Debit Card,Online,False,Expired,NULL,78.732,31.11,440.321832
5b94f94d-f00b-4edb-a89a-75dd6fd3f65e,7921d3ce-b054-4f70-a952-a0f0c21a1087,2024-06-07,685.95,168.26353500000002,Cash,Phone,True,Incorrect Item,NULL,102.8925,24.53,620.578965
e916ff95-f609-4bed-a87d-e51820dab39c,01220822-a6bd-40d2-8e03-7f810cf744e1,2024-05-20,414.6,67.5798,Cash,Phone,False,Expired,NULL,62.19,16.3,409.21020000000004
98541fc4-50c1-4a89-b0eb-5f2dd2ec07de,befbf8fe-7358-4d9e-b3d9-f2aba6c53b65,2023-11-12,614.5,42.83065,Cash,In-Store,False,Damaged,1,92.175,6.97,663.84435
2579fd71-561e-4b4c-8dbb-d056e1436107,c7ea1b9e-3bbd-43c5-8829-a2ecbda1586b,2024-01-30,855.2,50.627840000000006,Debit Card,Phone,False,Damaged,NULL,128.28,5.92,932.85216
ad1f6a75-2f25-48b5-81ae-ac6ef267f5a1,2264ddb4-77e2-40d0-9e8a-ff43c4900ac9,2024-01-13,9.96,0.729072,Credit Card,In-Store,False,Expired,7,1.494,7.32,10.724928
6c45cb2e-5dcc-4551-90bc-2f63fe25ec91,b5018f0b-c44e-48e3-8232-c84d6b1fb23d,2023-12-20,789.22,98.6525,Debit Card,In-Store,False,Expired,3,118.383,12.5,808.9505
75f25904-7a01-4fde-83cf-d6c6afaff6eb,bdf35664-fa23-48c0-a470-c290e7a28327,2024-06-10,673.39,197.909321,Cash,In-Store,False,Damaged,5,101.0085,29.39,576.489179
1def1be5-501b-4871-92c0-d1be2d0c7236,c10ec99a-1483-442b-b9dc-bfcef1361967,2023-11-27,738.5,19.71795,Credit Card,Online,False,Incorrect Item,NULL,110.77499999999999,2.67,829.55705
f5c19e55-f0d3-4845-8565-2273392f8611,950b9ddd-cd55-4c6a-9b4d-50a4cde4ef72,2023-10-25,276.31,35.782145,Cash,Online,False,Expired,NULL,41.4465,12.95,281.974355
2496e609-d628-4be8-8a13-017cf2fcbe43,de946964-565e-4167-9d32-de18a8a3a4ed,2024-10-05,392.72,20.81416,Debit Card,Phone,False,Damaged,NULL,58.908,5.3,430.81384
336d9c26-fb26-4873-a635-452a82df2c2b,c426345e-e7ff-439c-8550-eacf5c8acab2,2024-08-05,308.66,21.328406,Credit Card,Online,False,Damaged,NULL,46.299,6.91,333.630594
161ea14a-d1fc-416c-9628-dbd43a63cc18,345ab8c3-273b-4835-9c5c-b2c0df150f2d,2024-10-05,53.97,6.96213,Debit Card,Phone,True,Expired,NULL,8.0955,12.9,55.10337
486fce1e-e262-4b13-8fcb-8de25c6e62fc,0a134f90-0775-4137-b89e-4df98aea0b13,2024-04-05,970.34,291.102,Credit Card,In-Store,False,Damaged,4,145.551,30.0,824.789
7b7d72df-f26e-475e-beb3-f2ae565cf6d2,84a39017-d3ca-454e-8207-4caab6e109c3,2023-10-20,382.23,25.876971,Cash,In-Store,False,Damaged,1,57.3345,6.77,413.687529
dcbde9b1-5786-40be-a654-4aca89afbabd,31cf57b4-151d-47f2-84c9-94746d072a45,2024-07-16,266.24,92.91776,Debit Card,Online,True,Expired,NULL,39.936,34.9,213.25824000000003
f90d4139-6c7a-42a2-a97e-adb618a7d3d8,87521451-895b-43cc-95f4-8590a53580db,2024-01-24,557.64,111.416472,Credit Card,In-Store,False,Incorrect Item,1,83.646,19.98,529.869528
f86785fd-34cd-49ec-890f-f6856c35a2b8,b5018f0b-c44e-48e3-8232-c84d6b1fb23d,2024-10-08,536.4,56.000159999999994,Cash,Phone,False,Expired,NULL,80.46,10.44,560.85984
5cd01306-f355-4a0b-a27d-263d4837a221,a6507d68-b294-49af-935c-5ba8164d6337,2024-08-09,301.9,70.19175,Cash,Online,False,Incorrect Item,NULL,45.285,23.25,276.99325
28c4e4d4-831e-4047-bb35-69c047c6af52,02ce4e1a-8922-4436-b445-10f10035b752,2024-06-14,216.74,60.25372000000001,Cash,Online,False,Incorrect Item,NULL,32.511,27.8,188.99728
fc9b6606-9afc-4fc8-b99f-c0f5ceccfef4,308c0256-18a4-43a7-a267-ddd231a9f5a3,2023-11-02,276.62,27.025774,Credit Card,Phone,False,Damaged,NULL,41.493,9.77,291.087226
bf53c43c-d616-4d1e-bc31-72ccf1a428dc,14f22a2d-7a51-462c-9a37-e1f2c83e8e09,2024-04-16,40.51,13.769349,Credit Card,Online,False,Damaged,NULL,6.076499999999999,33.99,32.817150999999996
e6508a82-1eff-4dbf-b538-e9f264f2ecbc,6562a4e2-4032-4c0c-a44d-77a7372cc041,2024-01-12,408.6,27.580500000000004,Cash,Phone,False,Incorrect Item,NULL,61.29,6.75,442.3095
8e35f164-6837-4078-bf1e-0ed585af9eb8,4a14112f-ee7c-4c20-8b08-59658fea5585,2023-11-15,339.96,45.588635999999994,Credit Card,In-Store,False,Incorrect Item,6,50.99399999999999,13.41,345.36536399999994
252bb473-ad31-46d0-90ec-5497c1823f00,a21da188-3711-4997-b6f7-f904cf6cee27,2024-02-04,402.44,43.181812,Cash,Online,False,Incorrect Item,NULL,60.366,10.73,419.624188
0ad377d0-3f75-4952-b969-7501a62404fc,203e99f4-3e00-41cd-af77-ad7ebb8740b6,2024-03-31,933.22,178.431664,Debit Card,Online,False,Damaged,NULL,139.983,19.12,894.771336
9877cc3e-d831-43e0-8be5-5bdacc27902c,155ec114-d131-405c-9a4e-d5fc81420b36,2023-12-02,643.1,138.58805,Cash,In-Store,False,Damaged,5,96.465,21.55,600.97695
b1b4d5ba-de56-483a-87ed-105917190dc9,87aabd3f-c084-4beb-b5dd-68ccd0bd2268,2024-01-12,959.2,247.18583999999998,Debit Card,Phone,False,Incorrect Item,NULL,143.88,25.77,855.89416
3f68818a-8641-456a-840c-1e6db100cc52,8438f71e-ee7b-4f4f-89a2-9778460101c5,2024-08-30,732.34,141.927492,Cash,Phone,False,Incorrect Item,NULL,109.851,19.38,700.263508
7d1f4cf0-5626-45aa-9db0-46ac09ea39b3,a6a05e51-8a4e-45b7-abfa-eb659a9fae2b,2024-08-14,540.64,103.26224,Debit Card,Phone,False,Damaged,NULL,81.09599999999999,19.1,518.47376
5c63f14e-45a4-41a0-9145-350319519afe,f081e58d-9ef3-4edc-9bfd-8d75b0613e74,2024-02-09,1.75,0.375375,Cash,Online,False,Expired,NULL,0.2625,21.45,1.637125
35724d03-486d-4cce-856a-6897fc53963d,b8e9861f-ff46-4ea6-863f-0f08e7bde721,2024-03-24,925.68,218.64561600000002,Credit Card,In-Store,False,Expired,10,138.85199999999998,23.62,845.8863839999999
c00a1a71-c14f-4d4e-aabc-39e5b63d2a26,33b59dd6-7df0-4294-9f0e-717a79630fb1,2024-09-07,738.93,57.119289,Debit Card,In-Store,False,Incorrect Item,5,110.83949999999999,7.73,792.6502109999999
491b8a4e-6329-4c51-a91d-2f956020b601,25df2549-ecd3-4336-8999-ca1f1aaa1aa4,2024-07-15,697.68,104.233392,Debit Card,Phone,False,Expired,NULL,104.65199999999999,14.94,698.098608
6f6dcdce-ef2f-4f06-bbc7-e8f2c9c98b7d,dd102911-c247-4686-886e-5388de9a6a6e,2024-09-13,839.15,21.98573,Debit Card,Phone,False,Expired,NULL,125.87249999999999,2.62,943.0367699999999
da6f7195-efb2-4d08-91b0-57a151b81a95,b1b044ea-acb9-4410-9407-ae5eb3447ef1,2024-03-05,653.6,91.04648,Credit Card,Online,False,Incorrect Item,NULL,98.04,13.93,660.59352
4bc0e439-d292-4e77-8749-c114d5020577,8ff2f74b-33bb-49cd-b54c-7dfffdc9202c,2024-04-10,403.37,112.580567,Credit Card,In-Store,False,Expired,8,60.5055,27.91,351.294933
7ab8fab8-3a27-406f-a2ff-a79b180c9899,a0caa24f-c9e6-4f2e-b8ae-2fd8c05b1ef8,2024-10-01,238.56,48.045984,Debit Card,Online,False,Incorrect Item,NULL,35.784,20.14,226.298016
6d872727-be1c-410d-b373-8d7e8486a5e3,57113988-9801-4f99-a86b-1842b59d12bf,2023-11-20,408.39,90.376707,Cash,Online,False,Expired,NULL,61.2585,22.13,379.271793
0c0bf12c-8352-4411-b5c6-372ceeac3276,70d3bd41-334b-4571-b062-80d879562012,2024-07-14,600.12,110.12202000000002,Credit Card,In-Store,True,Damaged,7,90.018,18.35,580.01598
3b80a268-ee85-426b-9c55-a163f5609f1e,5acbd5bc-de67-4b21-a0e2-9c694f5ec112,2024-05-27,182.51,20.714884999999995,Debit Card,Phone,False,Incorrect Item,NULL,27.376499999999997,11.35,189.171615
6b29ea60-eae2-47af-a68a-cbdd7c66b0e4,5467f663-6973-4ba7-b69b-f7cfe3a32e10,2024-02-02,103.13,35.940805000000005,Debit Card,Phone,True,Incorrect Item,NULL,15.469499999999998,34.85,82.65869499999998
8ebde5cd-f688-45df-b529-f76b72328bc4,6fb61392-fe0a-41bd-8761-caded8e4cea1,2024-09-12,829.85,84.81067000000002,Cash,In-Store,False,Expired,2,124.47749999999999,10.22,869.51683
b9c34590-dfb2-47a7-8a49-b054ff1fb817,30a595c5-1f1a-495d-a4f7-55226e92080b,2024-04-13,918.21,319.353438,Debit Card,Phone,False,Incorrect Item,NULL,137.7315,34.78,736.588062
6d7b0409-56cd-43cf-b9ef-b8c1be4b9c4d,0499ffbd-6359-4d82-96a3-be4b4e095c11,2024-02-04,297.8,92.67536000000001,Cash,In-Store,False,Expired,10,44.67,31.12,249.79464000000002
af1558dd-e35b-4212-994e-3d4dbedaae4c,d46c06b1-a3aa-4a6d-947f-9a38694ba23a,2024-08-31,732.16,209.39776,Cash,Phone,False,Incorrect Item,NULL,109.824,28.6,632.58624
d3769f05-99d3-40c7-ba1a-5832961f857c,66607cc5-e63c-4a7a-a6c9-91f8d77a83b1,2024-02-12,276.68,38.59686,Debit Card,Online,False,Damaged,NULL,41.502,13.95,279.58514
ca2644e0-c416-4d26-b3e1-985ad5c36f32,341a88a3-a960-41a9-a1a9-7c8e16f14cbc,2024-10-07,552.77,8.733766000000001,Cash,Phone,False,Expired,NULL,82.9155,1.58,626.951734
4837b43d-1019-4032-bbf6-468b69870e19,06109b93-28ef-4e2f-bcb9-b0732c70d3fc,2024-07-20,298.4,77.4348,Cash,Phone,False,Damaged,NULL,44.76,25.95,265.7252
2da15328-17ab-422f-b7a3-60d322d9c9f4,22b9b853-7053-4da2-a28b-814711c66ec3,2024-07-14,325.56,21.356735999999998,Debit Card,In-Store,False,Damaged,1,48.833999999999996,6.56,353.037264
c2b3275a-4ab1-4be7-870f-22aee454edd5,ca17991e-17c4-42aa-a4fb-9204d6631aec,2024-02-07,272.58,89.10640199999999,Debit Card,Phone,False,Incorrect Item,NULL,40.88699999999999,32.69,224.36059799999998
745d1a6b-2396-46fb-84ec-bebba894b867,5120e009-ff37-4b7a-a9c1-0ec63eb20e35,2024-05-22,840.1,290.33856000000003,Credit Card,Phone,False,Damaged,NULL,126.015,34.56,675.77644
6e1af433-4375-4406-9d0e-9ec9ed43c7ff,abc70b80-bbab-43c6-a492-180480ee4af6,2024-05-28,311.31,13.38633,Debit Card,Online,False,Incorrect Item,NULL,46.6965,4.3,344.62017000000003
f836fc36-3767-4851-b6d2-a307fbec19df,e8f89d46-a46a-4291-963f-be766b009da3,2023-12-04,729.41,150.914929,Cash,Online,False,Expired,NULL,109.41149999999999,20.69,687.906571
f0bcf425-449f-45b4-b761-3b74a5914bf3,83b2b516-061e-4a4b-86d6-ef231a26a6d6,2023-12-18,459.62,102.35737400000001,Debit Card,Phone,False,Damaged,NULL,68.943,22.27,426.205626
4c0103f4-c466-49c7-b58f-7aaf2a3068be,5f3eb5a8-30bd-4805-9824-3d043a1ab13b,2024-07-08,694.15,222.96097999999998,Cash,In-Store,False,Damaged,9,104.12249999999999,32.12,575.31152
590c3b16-c79c-4296-9799-425ba22e3345,c55569e6-06d5-4548-bd4f-f4812f39dfdc,2024-08-16,326.4,18.04992,Debit Card,In-Store,False,Damaged,1,48.959999999999994,5.53,357.31007999999997
35c4da2c-f11d-4c6c-a718-a3545cf52041,b8e9861f-ff46-4ea6-863f-0f08e7bde721,2023-12-26,247.22,71.00158400000001,Cash,Online,False,Expired,NULL,37.083,28.72,213.301416
a7899cb8-31fc-4f33-a957-780d57a63cf0,243adac1-2963-45f6-b45c-bfc05586fb91,2024-10-09,990.52,79.2416,Cash,In-Store,False,Damaged,7,148.578,8.0,1059.8564
33533ab1-af34-46f5-a093-69de29f4fb18,e11f8f3a-89c5-4a31-9b90-a65a6f5208ae,2023-11-22,307.53,0.9225899999999999,Cash,Online,False,Incorrect Item,NULL,46.12949999999999,0.3,352.73690999999997
14b3b54e-ba74-4ed0-9f10-581130cb5541,9f4e0507-ecbd-4622-9876-5e461d6d0172,2024-07-26,200.9,26.53889,Debit Card,In-Store,False,Damaged,2,30.134999999999998,13.21,204.49611
