price_id,product_id,start_date,end_date,price,promotion_id
fabc19af-14e9-4ef3-9a0f-4b49a6f24434,067047c2-632c-4195-8701-35c99088dbc3,2024-09-24,2024-10-16,74,3d4cac96-a5ab-4776-ab97-1337e0066821
ffd2b2c5-de6a-4966-a3b4-e6bd24605acf,a56fbabb-c93e-4c9e-b334-bfc36e25ecf6,2024-09-10,2024-10-28,38,196ad9cb-02fe-4786-b413-439009e6a36c
0b041d40-058a-4c91-aed5-bd02286aece6,0033b3e5-bc33-4682-a90f-a10d9028affb,2024-10-04,2024-10-11,57,732b59cb-a891-447f-b071-d6b7bd44cc2f
b5d81656-8e2d-445b-8288-ae6b0b195906,352b85c7-de74-45c9-849d-20ced1c3b1de,2024-09-16,2024-10-18,54,c55274ea-5fdb-4bfd-b769-f72e87d54401
6651303f-371a-4531-97a1-43b1c5a67945,eb841989-9277-4f0c-a2ce-24753c2ecbe9,2024-09-29,2024-10-29,4,c6311174-ab21-4e9c-8be8-505401f521e3
a77ff4f9-b302-4290-8433-bf1faf1c6c4e,b8a3ca97-75ee-4636-b9f3-90686ce505f4,2024-09-28,2024-10-16,59,f653dbbc-b55a-49b6-b04e-dfd23e8b393f
bdb8a38c-c1bd-42bd-80b7-fde05e5f3079,efad0069-6755-41fc-8bb4-4fac4472199c,2024-10-06,2024-10-28,5,68b51ed0-c8b4-4d15-88e5-5963296a429f
132d4034-5bb5-44b2-abed-7d90b90da0c4,7ee71334-d88e-4c2b-beda-ed25d0af0d68,2024-09-20,2024-11-01,73,fa91c58c-27c2-4259-8b48-44cb77e0233b
1ab2c889-5da9-4ae6-81f9-2144517dfe7a,4e977253-8044-412c-980d-59015d45bb9d,2024-09-12,2024-10-18,30,37119f10-c907-4224-99d9-31d38ea6197a
92ede08a-9535-4c65-9e22-4a0c8dd21654,a3c08b9a-5f0d-4ce7-9853-eb74ed35fe36,2024-09-27,2024-10-17,66,81b626c3-f117-4c2e-941d-1c5860c88de5
3e7873bf-2814-4a1f-aced-3f9f44dbbb5b,7ee71334-d88e-4c2b-beda-ed25d0af0d68,2024-09-25,2024-10-21,72,3ed3cb5e-3464-4d72-a866-652d6363102e
ce89a959-5d8b-40f0-92dc-c64979dab001,239f2546-8246-4ad2-980a-c1e682fe2bc3,2024-09-12,2024-11-03,51,3bb14439-8a0b-436d-b858-5d9b6d5eeaaa
5bebbf90-146e-47fd-af49-01deaecbdeba,0cb39bf3-83be-47ca-8003-fb6c043dae1d,2024-09-17,2024-10-14,56,3c26a985-5a26-4efd-ac3c-654c3a40a35a
5a0775c8-a057-4b2e-86a5-eb4b54ce74ee,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,2024-10-07,2024-10-17,52,6dc63d73-9a7f-436a-9ca3-c077f04cdd6d
a428c034-3304-4cdf-b05a-e4e38233821b,98426915-3392-4466-bb8a-7630b5acb0c2,2024-09-14,2024-10-14,51,55c3869c-8886-4a34-844e-532c9ff9e96c
c4fd7e13-a670-42e1-8d28-e02efd287914,a56fbabb-c93e-4c9e-b334-bfc36e25ecf6,2024-09-16,2024-11-04,47,1f251e3b-7be1-4fc4-9004-e4cfc2ccd3c7
c3bfff37-24a2-4b0a-b237-1f0edb5b1310,eac1a5e1-6f50-4d23-b939-84ca463e5398,2024-10-05,2024-10-19,41,c4f56087-2724-4874-b98b-76dffa182196
2a06657e-3440-4008-9dfa-f19a2bdc3d5f,102cf4e1-bc90-4828-88ed-f3df06ae5ea5,2024-09-19,2024-10-13,58,6e8db969-7067-42ac-b0cc-f47523d3a506
d4bd0040-35c3-4805-8a98-d908a2ea52a2,1ba1e52d-45f7-429c-89b5-4410aa63437d,2024-09-12,2024-10-31,84,f9ed1c4c-2bf5-46ec-a10c-9036ed3acb20
3a70b535-3fdc-48ad-b45c-c7956b874fe3,7ee71334-d88e-4c2b-beda-ed25d0af0d68,2024-09-28,2024-10-26,56,d8381f26-d0d6-4fcd-a020-ce8bc48a774c
0d2016ea-cd4b-46dc-b52c-e8c3b958a4ea,98426915-3392-4466-bb8a-7630b5acb0c2,2024-09-29,2024-10-23,29,509c0365-5db8-49de-9197-30789cba2727
cee893e7-db8b-4b7f-9256-bfb4de78a27f,4a1b0759-2d79-4678-aea0-7d6e6b728036,2024-09-28,2024-10-21,22,bb96bce3-2c34-4f48-9022-eb933c0e2a97
58d0507a-448e-4511-ad5e-0fbd20f324d3,601aab73-247d-42c5-a8d4-e4bfbd026b87,2024-09-16,2024-10-18,39,422fe5c1-ef70-4e07-b3e8-2d197a9876f3
18e1ba72-d273-4792-933f-c3bda1467948,a1aeb864-b29e-4344-a4bb-e8fa4451576e,2024-09-17,2024-10-25,43,2201e477-156f-4772-9b38-9c8db29654f3
eb0134a6-fcdc-44bb-adc4-1f7d3aebd435,67ea1222-f377-4521-9557-8e47965dd8ed,2024-09-15,2024-11-08,51,881addfb-4652-433d-89e2-809e33524c01
018f7c4f-02da-44fd-802a-a8d05bfe0a61,c42a989f-9dbe-4145-a240-09ddb97be1d4,2024-10-01,2024-10-15,64,64c81d43-775a-480d-b1eb-ba9d7fcce3fe
25489804-1ec2-4d90-82cb-292dc0a1179d,868b02c6-8af1-4ed4-8992-58e7abb80d1c,2024-10-09,2024-11-03,34,1711afe5-0a58-4834-9d44-d9bb4ff67b35
79e20cb1-7733-45b7-9bd5-2162fd3062dc,352b85c7-de74-45c9-849d-20ced1c3b1de,2024-09-22,2024-10-21,35,5db56867-63c6-4281-994a-b50164b522a9
ca623dbf-d4d1-48a7-9e3b-c6fa0c1e00e4,72d7671d-0f3b-4b44-b0a6-9facb2baf3a6,2024-09-27,2024-10-30,72,ac17f134-c21c-4034-b8e2-2209fa12dbdd
880b0b26-8e22-4fec-9f5d-0415706bd853,c42a989f-9dbe-4145-a240-09ddb97be1d4,2024-09-21,2024-10-19,51,e540fc46-59c8-4e37-9e00-7c8b4606f95a
e317a119-8fbf-4c3a-9218-938fef3700b3,0cb39bf3-83be-47ca-8003-fb6c043dae1d,2024-09-23,2024-11-07,89,b720a5e4-18fd-4b99-8bce-dcace0c22a52
a8a23dee-edda-4b79-a0c3-10a13467fcae,82cd56f1-5a63-4e1c-905f-9dfb2b0633bb,2024-09-19,2024-10-21,55,20434bef-9e0e-47f0-b476-c47fbf4bf7d4
61da5b74-ef32-41db-b69a-136dd9c1b451,11d6396c-0bf6-4623-9240-79a12862feae,2024-10-08,2024-11-08,2,cb9e8285-bb1b-4e6a-88a0-7a2ecfbcce1a
3bc28744-58f5-490c-8fc5-9285874d4a7f,98426915-3392-4466-bb8a-7630b5acb0c2,2024-10-06,2024-11-06,2,063f9000-e643-40b4-8d6e-e9ba9e47843b
65cad1fd-5702-41fd-8068-c9f0fe3a6937,b8a3ca97-75ee-4636-b9f3-90686ce505f4,2024-09-22,2024-10-24,21,df71d9e6-84a7-496e-bc3f-f03e74bd6bd9
ca4be3d9-4124-40d7-a9cb-8969cbb8926f,f2725fb0-6972-4ff3-aaf6-20ce358e67bd,2024-09-19,2024-10-27,39,9ae406b1-5353-44e4-9d94-fbc71c606910
65a39614-224f-4160-9c71-3537a21d9536,a1aeb864-b29e-4344-a4bb-e8fa4451576e,2024-10-02,2024-10-24,66,7191e8d9-151b-4148-8425-291efc51cae7
e2e1a383-e598-4d88-8d4f-5cf2c8b6e313,a1aeb864-b29e-4344-a4bb-e8fa4451576e,2024-09-19,2024-10-21,75,d969b9d4-421a-4c10-ab8a-d8eeb62b2c3d
0fbe5445-1f4e-409f-b843-4981cfe1a529,4e977253-8044-412c-980d-59015d45bb9d,2024-10-05,2024-10-14,65,81b626c3-f117-4c2e-941d-1c5860c88de5
0e7e38a1-4378-4d06-9d6d-a5f29a25ead5,b9027759-f94e-4669-95a0-4490cfd1c150,2024-09-15,2024-10-15,42,ec73e04b-3604-4359-b164-23d24a96e872
6f08a8a7-797b-49eb-9029-cab63e949b57,b9112c7a-3469-4e03-838a-8fe062791dc6,2024-09-24,2024-10-30,44,f07acb6f-7eab-42f5-b649-c1db4ec98faf
3c8b5037-25f9-4954-98b6-f056f51510de,1882ffff-243f-47c9-82f3-3f3d71efe644,2024-09-14,2024-10-21,24,30f3ce84-def5-4f70-bb6f-4cb86b9ec69b
96604efa-6934-44eb-966c-97605f7ada13,6417f0b1-02fe-40f0-9a2b-680c56e9e3f6,2024-09-12,2024-11-08,16,8392150f-0130-4eb2-961f-b84f318ed95b
4ab7bcde-03a6-4c95-9b6d-3e6f6812bffc,180b196e-3ae2-4669-9147-6b8f02042b9c,2024-09-24,2024-10-30,9,aea63741-8dfa-4d14-8ee9-22c33a0567c3
bf3dc006-43e4-493c-aa6d-e2378d688afc,6a969a67-4f4c-406f-8557-124e5bacd502,2024-09-19,2024-11-06,74,7cdd9d74-0321-4537-9de3-f09fe7105fb7
7a352547-fe20-4e81-9d37-12b5385b1f91,990faefc-5027-4c55-8a30-41fadce3533a,2024-10-06,2024-11-06,13,d87f9b01-385f-4838-92d5-b73e5ec52387
4693aa18-748a-4704-8f0c-515030b144ea,bf82f707-c833-4c25-b011-5236d2215042,2024-09-28,2024-10-25,61,c3e71862-ec6a-4d94-8c0c-caba591afb78
d77ce750-6229-4848-95ed-63231d2487ea,72d7671d-0f3b-4b44-b0a6-9facb2baf3a6,2024-09-22,2024-11-06,66,9443852c-607f-4f6d-9bf9-7ff2f825b193
030c8ba4-b0d4-431b-8e5e-f3e5a9de8b68,e453ef81-5aab-490c-9040-6188b3bb06a8,2024-09-21,2024-10-17,52,b7925b3f-dfff-44b5-b9be-6844481beb1f
374e96fb-fb65-485f-9cda-3fdaaf95895a,8609d5ed-a430-4dba-a052-b74b80565010,2024-10-07,2024-10-30,85,3d4cac96-a5ab-4776-ab97-1337e0066821
a43cec78-9a4a-4bfa-8f6c-12f6899ebc68,28741d9b-1e48-4421-b8da-07ae911c5439,2024-09-18,2024-11-05,13,3bb14439-8a0b-436d-b858-5d9b6d5eeaaa
2f0ae1f5-cc84-4b66-9700-c56e4b08e84a,bc2a3d3e-09bb-4ee1-a1c9-6bf255cac50f,2024-10-08,2024-10-26,43,0aa93270-3751-45bc-8ea5-cbb2bc9622e9
d13c050a-42b4-4560-b52e-4a044af43b2f,352b85c7-de74-45c9-849d-20ced1c3b1de,2024-09-13,2024-10-22,71,c4f56087-2724-4874-b98b-76dffa182196
885daed9-414a-4774-a5d4-afbcf25e8b29,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,2024-10-01,2024-10-12,40,9ae406b1-5353-44e4-9d94-fbc71c606910
9db1ed40-aefe-4f28-84fc-9390e5a4f3af,bf82f707-c833-4c25-b011-5236d2215042,2024-09-11,2024-10-17,62,d87f9b01-385f-4838-92d5-b73e5ec52387
f40101c2-4297-4ad6-9969-11968f2bd2bc,3e86a3a9-6054-4613-b74a-3a5a0464b78b,2024-09-10,2024-11-05,58,2201e477-156f-4772-9b38-9c8db29654f3
9811a5f7-2e13-49f1-9e73-51bb859e6f8f,636896f3-70c3-4766-a9f5-c73aa98b50d4,2024-10-03,2024-10-16,27,006431ff-c49d-4f8f-b3a4-2d3e378a11b2
e563216d-76cb-43ed-b3af-755965a69f76,565e9671-d583-4403-8970-e0d2325814a3,2024-10-07,2024-10-31,14,73831bd4-50ce-422d-8704-2d0a19e8e0db
2d602c55-aec9-4582-a9d1-f20dd10ef185,9ae83980-5a47-41fa-8232-33558f669e6a,2024-10-06,2024-11-08,59,c9412c9b-967a-4756-8b4b-011f6df87514
936fd171-c096-442f-b620-f22cad59aaad,41a54f61-9c97-49fc-a35b-e76a9780a45d,2024-09-19,2024-11-04,29,c135b348-1444-45d4-ab80-250fe33338ba
e7506738-2798-491c-8b27-3bd7b9b5037a,e453ef81-5aab-490c-9040-6188b3bb06a8,2024-10-07,2024-11-02,38,5db56867-63c6-4281-994a-b50164b522a9
8c73cbc4-b5e8-4604-b881-1b0f1ddc3bba,067047c2-632c-4195-8701-35c99088dbc3,2024-09-29,2024-10-23,67,86b451c3-009a-42cf-9a8f-d5a185545230
1a156e9f-740b-4164-9f1a-71461977e6e5,ecccdfbf-be18-4813-8dc1-acbb91f8089d,2024-09-28,2024-10-28,66,509c0365-5db8-49de-9197-30789cba2727
52804582-1163-4665-9e9a-22e89e62a16d,2acfe92c-6fbc-4257-8136-316b3eebcc0e,2024-10-04,2024-10-14,1,b7925b3f-dfff-44b5-b9be-6844481beb1f
874c21c3-bbdf-4e1a-a77d-684d5b923cfb,0033b3e5-bc33-4682-a90f-a10d9028affb,2024-10-07,2024-11-01,56,b720a5e4-18fd-4b99-8bce-dcace0c22a52
59a05f73-5a7c-4324-9ada-cd7299e50730,9e292794-2c53-4819-90c6-9fdbeb45e35d,2024-10-02,2024-10-29,46,3d4cac96-a5ab-4776-ab97-1337e0066821
b200dea3-ac55-4276-b39f-b93e3e4a01c2,09737041-68c2-4ed5-a40c-03184cbabd3e,2024-09-23,2024-10-31,10,b7925b3f-dfff-44b5-b9be-6844481beb1f
72df77cd-c59a-4a34-aa95-daf8b5934888,a3c08b9a-5f0d-4ce7-9853-eb74ed35fe36,2024-10-07,2024-11-03,13,cb9e8285-bb1b-4e6a-88a0-7a2ecfbcce1a
78a93362-6d0e-474d-a2e0-7145bc696146,e453c30f-0155-4764-bd9b-2c19462e2838,2024-09-30,2024-10-28,76,dc24c06e-433d-4e6b-82f8-c1de19ce6f49
8e92a638-d123-44a7-a523-f9801932faba,98426915-3392-4466-bb8a-7630b5acb0c2,2024-09-17,2024-11-04,68,e540fc46-59c8-4e37-9e00-7c8b4606f95a
5664ccaa-9cd4-46bd-8af2-536c75cf113f,bba47c53-5269-4fdd-8133-f074cdac9f70,2024-09-14,2024-10-29,87,ff9ff596-ad78-4dbe-8ab3-cadef1e77035
94bef6a1-e604-4fd4-b399-6c19381f7e8c,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,2024-09-24,2024-11-05,69,69498f6d-da4c-4526-a9d0-d42485c1822e
f433ad04-e47f-42e2-8be1-3d65dc390f20,07365153-fe7d-4d12-a19a-928592bf8df8,2024-10-04,2024-10-22,9,20218391-a08c-468c-9787-3ffb56b19b31
9ec10d48-aeaa-45ee-913a-c2c0af1323cc,1da7fa53-013d-4b12-9898-6b8b70eb21a2,2024-10-05,2024-11-01,57,df71d9e6-84a7-496e-bc3f-f03e74bd6bd9
d7d34b30-3851-4a85-8e8b-0c4cc8b70481,789bc053-499c-41fe-97ca-c6280f6fa07c,2024-10-02,2024-11-01,2,68b51ed0-c8b4-4d15-88e5-5963296a429f
e0e5003c-cb3e-490c-a333-421171c5daae,55a6afaf-0592-4406-b226-d9db1a649cd0,2024-09-20,2024-11-02,18,9ae406b1-5353-44e4-9d94-fbc71c606910
be494814-ba15-4018-9479-79b5dba7bcdc,180b196e-3ae2-4669-9147-6b8f02042b9c,2024-09-22,2024-10-26,3,d87f9b01-385f-4838-92d5-b73e5ec52387
8eb3668f-5dc6-4337-b1b5-179a42688d66,7fcf8c60-477f-4ff2-b4fe-aab66c6b7998,2024-10-09,2024-10-11,64,3bb14439-8a0b-436d-b858-5d9b6d5eeaaa
8b2fab8b-591a-424d-ae6f-7c9b2566cbb8,82c153cd-510f-4b02-8e7d-efae05ed5d2a,2024-09-13,2024-10-23,86,92625fc8-02f8-420c-ba45-3d45c384d9c2
fb6c1b7a-5217-40a5-9c4a-0afac16c169a,9cd68b26-cd56-44a8-939a-0ecf88b60ee4,2024-09-16,2024-11-06,4,fa91c58c-27c2-4259-8b48-44cb77e0233b
