product_id,product_name,category,subcategory,brand,supplier_id,unit_cost,unit_price,current_stock,reorder_level,is_active
a1aeb864-b29e-4344-a4bb-e8fa4451576e,current,light,western,much,ef462a0b-4d7f-412d-8722-620805b37301,349.65,405.5,2136,5391,False
f4d137fc-9506-432b-be46-09d02dec41ee,its,try,draw,difficult,2ab30bc2-7a68-443f-8b8d-68b5cfe31480,282.7,543.28,3113,6362,True
565e9671-d583-4403-8970-e0d2325814a3,why,assume,myself,into,59c0095b-26e6-44ed-9833-8a2d64b50ed9,609.77,184.95,3583,8807,False
993f616d-6781-4810-957a-ca48a1e80005,investment,money,measure,treatment,cfcee8c1-898f-42cf-8fd2-aebc80a3fe4e,947.25,803.76,4079,6240,False
6a969a67-4f4c-406f-8557-124e5bacd502,shoulder,green,subject,garden,aa810801-5913-4bdf-b690-72e48fc9aef9,749.56,817.3,4423,9965,True
1da7fa53-013d-4b12-9898-6b8b70eb21a2,increase,realize,best,have,e38df270-af35-4faa-a5d4-0a0e5f6d78b3,717.89,254.67,989,5889,False
82c153cd-510f-4b02-8e7d-efae05ed5d2a,around,evening,should,amount,d1356361-3c49-4e30-9bc0-30b033014d96,29.97,121.92,9307,7339,False
94d6aa0d-37b5-46bd-b0de-77eb036efa9f,recognize,skin,exactly,short,beba065f-6120-4d00-82ef-b2a6a0384498,841.71,115.86,9282,5160,True
50434dc9-15fa-494c-815b-f5d84f2b987f,soldier,sit,anyone,discuss,0c7d53c2-fd32-4bb9-be72-b29e98b0013b,152.86,152.74,4646,2445,True
b1905319-e8e7-4e3a-bdb5-c4f71f792733,follow,tonight,drop,decision,95d4ff89-0681-4de3-b914-aa74e2ebf242,936.38,403.49,9384,7256,False
e453ef81-5aab-490c-9040-6188b3bb06a8,outside,country,reduce,course,0d9e031f-d658-42b0-aa75-cab613ce2442,503.73,752.35,7759,2827,False
28741d9b-1e48-4421-b8da-07ae911c5439,campaign,artist,collection,accept,564468e1-07bf-491b-98ed-8901d0876eae,845.88,74.95,9454,5782,False
eac1a5e1-6f50-4d23-b939-84ca463e5398,pull,style,crime,talk,be61db77-a615-4332-b38a-8bfc2a997131,893.69,470.7,8585,8099,False
b9112c7a-3469-4e03-838a-8fe062791dc6,chair,environment,amount,threat,e14f7a7f-e91a-4145-8488-c2c5f2c6fe04,479.2,698.51,8263,7024,False
67ea1222-f377-4521-9557-8e47965dd8ed,bag,some,happy,analysis,e6a76a41-c0c4-46c6-a591-b7034239902e,463.21,172.99,3748,2585,True
7ee71334-d88e-4c2b-beda-ed25d0af0d68,as,information,government,really,e868d081-0669-4be0-9485-13ab91fbe109,779.87,616.12,3566,8710,False
3e86a3a9-6054-4613-b74a-3a5a0464b78b,to,sport,prevent,week,d6d1f82f-bf55-404a-9b7d-4b4c05700e3f,546.26,494.11,1196,7135,True
e1c8da89-fc49-45b6-8de9-801206d0659b,strategy,require,bit,force,07fe1ced-749c-474b-b060-d2824c543a3a,417.8,992.32,7753,2472,False
b9027759-f94e-4669-95a0-4490cfd1c150,year,national,member,control,f511e099-247a-48db-815e-24b0381a3bde,174.48,832.46,3075,8270,False
e12e6e0e-6219-4198-a2c4-817045e91368,become,whose,decision,what,134d55d8-8387-4f83-b496-da70b32d271d,362.15,118.94,1724,8653,True
55a6afaf-0592-4406-b226-d9db1a649cd0,yet,team,front,reveal,943c0b9a-07e9-453c-b672-2c3fb9582c80,456.94,755.22,7075,1063,True
9e292794-2c53-4819-90c6-9fdbeb45e35d,raise,very,training,hot,b064c275-1df7-4769-b1d5-6578007f312e,159.95,535.51,8622,5185,False
13dcfe40-4bbc-42d6-887a-38454b6204aa,market,movement,action,yeah,b4e950b7-8e54-4fdf-95bf-5fbaff707b35,843.27,859.92,2827,3555,False
4a1b0759-2d79-4678-aea0-7d6e6b728036,kind,true,alone,note,9ec73d8f-878a-40b6-b1be-5c225e254735,590.28,735.42,5413,6139,False
6fc32e7e-6a74-4cbe-8d92-bad284e660ab,doctor,traditional,program,plant,7fdd0d4b-34dd-48ea-9552-0b3f181aae10,230.25,139.18,1205,8303,True
102cf4e1-bc90-4828-88ed-f3df06ae5ea5,kind,onto,discover,decade,9a099184-d644-494e-b1dc-cf3564e1fcb7,370.29,892.36,219,4113,False
4869ba6d-19f4-475a-a1c6-0ac18c6f6b4b,plant,notice,change,sure,299d27b4-7615-4c54-be0c-6251d412f3cb,540.32,252.68,7732,6363,True
8609d5ed-a430-4dba-a052-b74b80565010,news,age,dream,message,8a7f28a1-214a-4675-bd26-af8a7b1447f2,423.11,135.64,7270,6462,True
fad7e407-3d0f-430c-bbe7-2147f85da2b6,technology,church,type,scientist,2534379c-2686-4fbf-9525-f90a673919aa,513.44,632.63,3005,4127,True
e8aa1f24-932f-4f91-8487-31d37b61f9c9,major,a,perhaps,budget,5473b854-5234-4ce6-a2d6-95fefcf6e0da,336.68,492.37,9405,4273,True
f8324192-98d8-4539-b552-caf10c83945f,statement,agree,pressure,alone,c55d2073-12e0-4881-9838-71249697be2c,808.68,491.8,4089,143,True
b8a3ca97-75ee-4636-b9f3-90686ce505f4,think,early,present,school,b96c331a-cfa4-44cc-926a-db41d650529d,679.61,167.85,3980,4610,False
bde06523-b6c3-41b7-ae5a-a397e56c2dbc,necessary,us,consumer,religious,34e1d475-73e8-4d78-8c9d-c031af2f6b08,663.63,278.93,182,6599,True
bf82f707-c833-4c25-b011-5236d2215042,return,glass,trouble,dream,05817148-b07d-4141-b46d-414e13cae8f0,829.36,906.1,3592,6639,False
5de901cb-f884-49bc-880f-01d91b399892,Democrat,law,increase,painting,2b24ce02-ca42-4cb6-9d6f-21f70763be29,0.48,533.15,1181,5094,False
ae4f401d-0ff0-46e5-94db-ee4a49caa66e,list,night,common,per,cd5a3c53-a269-4a29-b918-687489530cce,633.74,824.27,7693,3382,False
a3c08b9a-5f0d-4ce7-9853-eb74ed35fe36,company,production,international,theory,760cd37d-951c-4edc-97a0-a2f34d8e6f39,865.42,122.8,4666,6240,False
3049f9f7-c9fd-432a-b44e-5787527527ce,car,follow,technology,drop,5f580d6c-dfc0-4a1d-b7bb-246f56d1b6f1,759.4,396.24,5999,8546,False
efad0069-6755-41fc-8bb4-4fac4472199c,we,particular,best,country,467114c9-1002-4f7f-972f-2c5d4f802eb9,1.3,289.27,7499,7851,False
98426915-3392-4466-bb8a-7630b5acb0c2,always,human,Congress,not,8d19d713-a934-4277-88c4-1eff04ab0161,47.44,680.83,5150,5349,True
18e1542a-f026-4f32-b40f-1d4790f098d7,fast,me,nearly,apply,e8cf99f9-46a5-4709-ad46-43f3cbea5bb4,435.29,376.38,9501,3632,False
6ddc6756-19e2-4e14-b90a-fde4bc834511,prepare,decide,hope,my,9ede8a77-e23e-4cc7-9a5d-d3d0fa6adc30,103.61,179.7,5099,722,False
bc2a3d3e-09bb-4ee1-a1c9-6bf255cac50f,hear,light,explain,two,ef92d028-2028-4c25-821f-2c1619e445e6,446.73,702.27,5936,913,True
aa61406f-cd27-469a-9f4e-ee6d1078fac0,language,own,hotel,manager,7ba95ea1-9082-45ad-8e67-1d6fc8489708,203.74,881.32,7639,2886,True
067047c2-632c-4195-8701-35c99088dbc3,after,maybe,court,use,f26398d9-35a5-474e-9dc4-1c99ac3ade30,901.98,207.7,5650,154,False
cd373753-1b02-4ac2-9bb4-adc7bf9a1d4d,loss,yeah,million,attack,8bd6d978-8086-4379-a36c-891cbabc0d94,575.57,466.14,9698,5694,False
1882ffff-243f-47c9-82f3-3f3d71efe644,sound,keep,build,white,761213b3-c90f-462e-bb34-2bee23bb88c4,105.6,636.42,4470,4180,True
345b6659-9565-433a-ae7f-d1b1a8496d5b,could,effect,dinner,meet,e4e2c1b7-2153-4bda-9b61-e88030b961b1,116.69,116.27,2060,3966,False
2c6c603b-825b-4763-8f25-5ab4c21a3faf,near,against,remember,begin,06ca6406-4727-4ff4-b14c-827bf61aa2a6,131.12,760.25,6764,2119,True
71314157-ef27-4ebc-ab81-6d88c134fe63,move,phone,herself,wait,6ce80fc1-a730-4337-b663-6554e7d7c2ac,997.38,472.7,2263,6271,False
352b85c7-de74-45c9-849d-20ced1c3b1de,ever,TV,house,tell,0e4e87c8-831a-477e-93a6-4679104591ba,644.22,984.76,5234,1504,True
9ae83980-5a47-41fa-8232-33558f669e6a,happy,deep,southern,quickly,4e48b1f2-aff0-414f-b6e1-a81ca7b6e144,936.59,552.19,6934,3807,True
a56fbabb-c93e-4c9e-b334-bfc36e25ecf6,other,common,care,against,c76aed53-28c0-417a-9536-8d6a42723dc3,670.92,669.56,2557,3810,False
1ba1e52d-45f7-429c-89b5-4410aa63437d,hit,responsibility,thousand,fish,40e79f90-8166-4f16-94e7-6a3793f9cc2f,849.9,885.16,7925,7751,False
c346776d-9770-48b1-b29b-532f34d74062,require,shoulder,vote,open,117d042c-65f1-4b5d-804a-12ca83c645f2,584.9,660.34,2131,5735,False
7337b4c9-4913-44ad-b1b3-7c7b6bad088b,center,court,generation,ago,77493da6-daf6-4374-9eec-7579720ea607,596.3,866.57,2023,5943,False
4e977253-8044-412c-980d-59015d45bb9d,stay,degree,join,able,8d366d97-5642-40ef-bf7f-3407db0fffbf,549.61,87.88,8667,3486,False
f2725fb0-6972-4ff3-aaf6-20ce358e67bd,even,safe,director,start,2c4126a8-fee3-468d-a611-29ab5d06c5b3,985.5,607.78,796,9565,True
